,ORCL,SQ,NVDA,BABA,PFE,NFLX,CRM,GD,AMT,HD,FB,MSFT,WMT,VZ,MCD,SBUX,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,NEE
2017-07-06,46.283821,23.219998999999998,142.10746799999995,142.199997,29.458179,146.25,86.849998,186.289673,131.54,152.05,148.82,68.57,75.47,43.52,129.47,57.6,133.77,157.09,81.89,425.19,74.23,132.52,186.94,208.02,109.24,122.94,110.05,139.57
2017-07-07,46.757557,23.59,145.356079,142.429993,29.573454,150.179993,87.91999799999998,188.386368,133.14,152.23,151.44,69.46,75.33,43.48,129.87,58.04,134.38,154.11,82.6,432.38,76.16,132.54,187.96,209.59,110.36,124.21,111.0,140.48
2017-07-10,47.013378,23.940001000000002,152.229691,143.809998,29.626659000000004,152.669998,88.5,188.208557,131.21,151.18,153.5,69.98,73.23,43.2,129.68,57.81,133.5,151.0,82.46,436.24,77.05,131.55,186.95,210.49,110.21,124.06,110.98,141.03
2017-07-11,47.25972,25.440001000000002,154.388855,145.809998,29.413836,154.330002,88.349998,187.122726,130.93,150.6,155.27,69.99,73.47,42.89,128.74,57.9,131.98,151.11,82.36,431.91,75.16,131.23,185.95,209.66,110.07,123.85,110.97,140.75
2017-07-12,47.79977,26.209999,160.955399,149.0,29.458179,158.75,90.400002,188.245987,133.88,152.59,158.9,71.15,73.94,43.22,132.46,58.54,131.5,151.75,82.24,435.29,75.58,132.23,186.69,211.3,110.57,125.47,111.84,140.78
2017-07-13,47.705032,25.98,159.09338400000001,149.520004,29.511383,158.21000700000005,89.57,187.347382,134.14,153.29,159.26,71.77,75.05,43.49,132.53,58.38,130.82,153.6,81.72,437.88,79.19,131.86,185.48,211.09,111.16,125.73,112.4,140.58
2017-07-14,47.903996,26.33,163.37205500000005,151.830002,29.644396,161.119995,90.0,188.283401,136.04,152.88,159.97,72.78,76.34,43.56,133.39,58.76,131.9,153.0,82.2,438.34,80.23,132.6,186.9,211.77,112.41,126.7,112.8,141.66
2017-07-17,47.970562,26.190001000000002,162.67875700000005,151.229996,29.484779,161.699997,89.290001,187.338028,135.4,153.89,159.73,73.35,76.37,43.66,134.58,58.33,131.47,152.84,81.81,424.63,80.16,132.15,186.35,211.68,112.03,126.42,112.96,140.97
2017-07-18,47.98008,26.59,164.372452,153.75,29.582323,183.600006,89.269997,188.536163,136.18,152.17,162.86,73.3,76.2,43.36,136.54,58.21,131.52,151.5,81.96,426.88,80.11,134.46,186.85,211.31,111.83,127.37,112.95,141.49
2017-07-19,48.503155,26.360001,163.520645,153.149994,29.812881,183.860001,89.559998,189.397308,135.42,153.3,164.14,73.86,75.87,43.45,135.98,58.11,130.53,151.24,82.92,426.46,80.81,135.21,189.19,212.1,112.99,127.78,113.6,141.8
2017-07-20,48.626789,26.389999,165.897659,152.110001,29.741941,183.600006,90.540001,189.45343,136.24,147.03,164.53,74.22,76.02,44.22,135.84,58.03,130.89,150.99,82.36,427.28,81.08,136.57,191.5,212.45,112.58,128.54,106.72,143.48
2017-07-21,48.312943,26.85,166.491943,151.889999,29.688738,188.539993,89.690002,191.465897,136.9,146.65,164.43,73.79,76.15,44.23,135.11,57.98,132.24,150.44,82.85,428.65,80.83,135.31,191.78,211.16,112.68,128.85,106.37,144.37
2017-07-24,48.274902000000004,26.75,164.560562,152.259995,29.546848,187.910004,89.66999799999998,191.821609,137.07,144.58,166.0,73.6,76.89,43.71,135.44,58.02,131.32,151.0,82.65,428.32,81.1,133.01,190.89,210.0,112.15,128.01,105.39,143.15
2017-07-25,48.664825,26.889999,163.76825,152.440002,29.351763,186.970001,90.629997,190.53923,136.62,146.97,165.28,74.19,78.52,43.98,137.11,58.55,132.87,153.17,84.45,431.35,83.83,131.88,190.4,199.39,113.22,128.95,107.11,143.11
2017-07-26,48.664825,27.309998999999998,165.65995800000005,155.78999299999995,29.165545,189.080002,91.07,182.208557,137.87,146.69,165.61,74.05,78.9,44.4,136.83,57.94,133.43,152.09,83.7,432.71,84.92,130.95,190.75,199.03,112.29,129.51,106.75,145.49
2017-07-27,47.98008,25.92,160.19281,154.149994,29.26309,182.679993,90.510002,181.440994,134.86,147.73,170.44,73.16,79.78,47.81,135.43,59.5,134.17,152.52,84.51,425.51,82.67,130.83,188.93,200.05,107.79,128.16,106.15,144.65
2017-07-28,47.837414,26.200001,162.817398,157.559998,29.396103000000004,184.039993,90.620003,185.278763,138.34,148.08,172.45,73.04,79.81,47.94,135.05,54.0,132.77,152.89,83.65,424.0,82.35,131.85,191.15,199.72,109.66,128.4,106.03,145.12
2017-07-31,47.485531,26.35,160.955399,154.949997,29.404974,181.660004,90.800003,183.771713,136.33,149.6,169.25,72.7,79.99,48.4,135.26,53.98,133.49,158.51,83.75,426.53,82.72,132.72,191.81,201.17,110.29,128.82,105.25,146.09
2017-08-01,47.704273,26.809998999999998,162.916473,154.729996,29.334028000000004,182.029999,91.220001,183.958923,135.97,149.85,169.86,72.58,80.5,48.89,135.07,54.73,133.13,159.72,85.63,429.98,83.15,132.51,192.23,203.18,110.17,129.86,105.11,146.57
2017-08-02,47.333374,26.459999,162.817398,151.910004,29.477295,180.740005,89.889999,185.37233,137.97,150.5,169.3,72.26,80.53,48.21,135.1,55.43,131.97,161.28,86.67,425.55,82.61,132.16,193.0,205.41,111.26,128.62,106.21,146.74
2017-08-03,47.770846999999996,25.219998999999998,164.887451,153.320007,29.933962,179.229996,90.349998,186.579819,137.15,150.79,168.59,72.15,80.87,48.61,134.08,55.68,134.73,157.91,85.65,426.01,82.65,133.35,194.77,207.62,111.52,130.02,104.67,147.54
2017-08-04,47.514065,25.209999,165.610443,153.330002,30.122,180.270004,90.449997,187.272476,137.57,152.75,169.62,72.68,80.48,48.91,134.31,55.44,134.49,156.44,85.6,426.51,82.79,133.18,194.88,207.65,112.05,130.2,105.01,146.75
2017-08-07,47.20972800000001,25.68,170.701294,158.839996,29.826511,181.330002,90.5,188.274033,138.07,153.35,171.98,72.4,81.28,48.86,135.5,55.63,135.5,156.95,85.07,427.87,83.37,132.86,194.78,207.44,111.86,129.68,105.14,147.09
2017-08-08,46.696163,26.02,168.670883,157.5,29.799648,178.360001,90.260002,186.083725,136.63,153.35,171.23,72.79,81.59,48.6,133.9,54.52,134.65,157.75,85.02,428.82,83.19,132.27,194.9,206.43,111.89,129.13,103.4,147.35
2017-08-09,46.658131,25.59,170.46357700000004,157.490005,29.951872,175.779999,90.120003,188.14299,137.85,155.26,171.18,72.47,81.61,48.22,133.53,53.74,134.21,156.86,84.49,431.34,83.18,133.23,194.83,206.48,112.41,129.62,103.37,147.24
2017-08-10,45.74512100000001,24.65,163.164078,151.770004,29.925009000000006,169.139999,87.629997,185.596985,136.83,153.88,167.4,71.41,80.66,48.02,134.31,53.07,133.94,156.64,83.64,422.69,82.85,133.09,192.57,206.23,110.92,128.24,101.33,147.72
2017-08-11,45.878273,24.82,154.468063,151.699997,29.772785,171.399994,88.290001,185.231979,136.68,154.88,168.08,72.5,80.4,48.06,136.1,53.18,134.31,156.65,83.44,424.16,82.79,133.1,193.02,205.98,111.44,128.2,100.73,147.18
2017-08-14,46.458405,25.200001,166.789063,154.610001,29.826511,171.0,90.25,187.487778,139.97,154.26,170.75,73.59,80.7,48.78,135.7,53.22,135.57,157.91,83.88,428.06,83.84,133.48,193.71,207.37,113.69,129.69,102.56,148.06
2017-08-15,46.439388,24.83,165.382645,157.75,29.889189,168.5,90.699997,186.729614,139.69,150.17,171.0,73.22,80.77,48.48,135.07,53.15,136.3,156.88,83.68,428.25,83.9,133.38,194.5,207.18,114.18,129.38,102.94,149.05
2017-08-16,46.838825,24.99,163.570175,159.5,29.871286,169.979996,92.239998,187.777954,141.09,152.25,170.0,73.65,80.98,48.41,135.04,53.5,136.94,159.76,83.03,427.07,84.14,134.17,193.77,207.92,114.76,130.03,103.74,149.98
2017-08-17,46.17310300000001,24.540001,159.925354,163.919998,29.504158,166.089996,90.879997,185.325516,139.65,149.67,166.91,72.4,79.7,47.89,135.93,53.04,137.17,158.57,80.89,419.94,82.61,133.04,192.7,205.35,112.92,127.59,102.68,148.61
2017-08-18,46.239666,24.83,159.955063,167.5,29.253441,166.53999299999995,90.760002,186.018204,140.0,147.49,167.41,72.49,79.31,47.69,136.16,52.7,137.73,157.08,81.56,416.55,82.3,132.63,190.82,203.53,113.34,127.44,102.08,149.93
2017-08-21,46.505959000000004,24.459999,157.627579,169.25,29.334024,166.759995,91.760002,186.018204,141.28,149.2,167.78,72.15,79.71,48.14,135.39,53.15,138.83,157.07,81.9,415.37,82.37,133.45,192.03,204.55,113.83,128.17,102.39,150.45
2017-08-22,46.848331,25.34,161.13678000000004,174.46000700000005,29.683243,169.339996,92.949997,188.358292,142.09,149.91,169.64,73.16,80.02,48.35,135.6,54.45,139.04,158.7,82.23,421.37,83.61,134.7,194.79,205.46,114.6,129.31,104.54,150.84
2017-08-23,46.667637,25.48,164.35853600000004,175.800003,29.763838,169.059998,93.07,186.972961,142.84,149.1,168.71,72.72,79.96,48.28,138.07,54.08,138.72,159.37,82.36,418.07,82.85,132.8,194.24,202.67,113.55,128.36,103.63,149.64
2017-08-24,46.781757,25.66,163.75383,175.0,29.754877,168.130005,94.150002,186.710876,143.8,148.25,167.74,72.69,78.34,48.31,138.06,53.94,136.98,151.33,83.87,415.94,82.46,132.89,194.75,202.12,113.35,128.67,103.71,149.31
2017-08-25,46.829322999999995,24.99,162.385803,171.740005,29.898146,165.949997,94.099998,186.317749,144.24,149.65,166.32,72.82,78.63,48.68,137.48,54.36,137.48,152.45,83.42,416.37,83.9,131.68,194.36,202.13,113.4,129.39,103.72,150.1
2017-08-28,46.829322999999995,24.91,163.535736,168.300003,29.969782,167.119995,93.660004,185.213226,145.78,151.39,167.24,72.83,78.03,48.61,138.46,54.4,137.5,152.55,83.65,414.34,84.14,131.74,195.09,202.46,113.79,129.24,104.15,150.88
2017-08-29,47.02903,25.040001,163.268082,167.410004,29.996641,168.809998,93.830002,188.096191,145.89,149.84,168.05,73.05,78.77,48.51,138.33,54.1,137.37,153.56,83.5,414.13,84.03,132.21,196.73,202.92,114.89,129.66,103.86,150.72
2017-08-30,47.361893,25.76,164.23956299999998,171.25,29.951872,174.690002,94.860001,188.348923,147.52,150.0,169.92,74.01,78.54,48.12,138.47,54.52,137.35,154.44,83.6,416.2,83.82,131.07,195.88,203.69,114.97,129.79,103.81,150.62
2017-08-31,47.865955,26.110001,167.96688799999995,171.740005,30.372715000000003,174.71000700000005,95.489998,188.470596,148.05,149.87,171.97,74.77,78.07,47.97,137.58,54.86,138.53,156.74,83.81,419.01,84.36,132.37,198.9,204.32,114.36,130.76,104.32,150.51
2017-09-01,48.141758,25.93,168.978012,171.03999299999995,30.408533,174.740005,96.010002,187.20697,145.77,150.78,172.02,73.94,78.37,47.92,137.44,54.93,137.98,158.24,84.43,421.78,84.28,131.03,199.75,203.56,114.39,130.1,104.59,150.16
2017-09-05,48.436577,25.77,164.46759,169.919998,30.265266,174.520004,96.18,186.018204,146.94,152.93,170.72,73.61,79.8,47.36,136.95,55.13,138.33,159.14,83.24,413.65,82.78,129.9,199.31,200.98,113.92,129.77,103.44,150.26
