,ORCL,SQ,NVDA,BABA,PFE,NFLX,CRM,GD,AMT,HD,FB,MSFT,WMT,VZ,MCD,SBUX,CLX,COST,PSX,BLK,TROW,JNJ,UNH,MMM,UPS,ACN,PPG,NEE
2019-08-30,51.139008000000004,61.84,167.16011,175.029999,34.175743,293.75,156.070007,186.171967,230.19,227.91,185.67,137.86,114.26,58.16,182.18,96.56,158.16,294.76,98.63,422.56,110.62,128.36,234.0,161.72,118.66,198.17,110.79,219.08
2019-09-03,50.972012,61.130001,163.827072,172.410004,34.723709,289.290009,152.729996,184.235001,237.84,224.07,182.39,136.04,114.64,58.04,183.53,96.77,162.35,292.05,99.47,415.82,109.75,128.74,230.62,158.64,117.33,195.75,110.43,225.56
2019-09-04,52.032906,61.169998,168.407486,174.330002,34.44492,291.519989,152.46000700000005,185.626892,241.07,224.15,187.14,137.63,115.91,58.18,184.37,96.11,164.36,296.12,99.69,415.64,110.98,128.86,226.73,160.07,119.47,197.71,111.52,224.12
2019-09-05,52.88751600000001,63.02,179.364578,178.940002,34.935207,293.25,153.770004,187.145325,235.75,228.15,190.9,140.05,115.44,58.59,186.43,95.56,162.2,296.97,99.8,424.72,115.05,128.58,229.59,164.23,121.2,199.49,113.34,219.81
2019-09-06,52.219543,62.0,178.27684,176.690002,35.08902,290.170013,151.070007,187.534653,232.59,231.13,187.49,139.1,114.73,59.06,186.39,95.74,162.04,303.76,100.91,423.83,115.62,128.21,229.0,163.94,120.08,201.12,115.78,220.14
2019-09-09,53.57513,61.470001,180.122986,177.779999,35.40626500000001,294.339996,149.53999299999995,183.057281,224.0,232.87,188.76,137.52,116.33,58.66,184.72,94.16,158.33,299.0,102.17,430.85,117.72,126.95,230.68,165.94,121.66,194.83,116.51,219.89
2019-09-10,54.488678,60.549999,182.797379,174.990005,35.935001,287.98999,149.649994,182.862579,216.21,233.0,186.17,136.08,116.05,59.71,184.07,90.35,158.28,297.0,102.96,428.34,117.85,129.55,232.46,168.86,122.4,189.66,117.27,218.12
2019-09-11,55.294174,59.200001,183.94499199999998,176.089996,35.963844,288.269989,154.089996,183.57312,212.7,232.66,188.49,136.12,116.02,60.13,184.54,90.98,158.93,290.69,102.47,432.83,120.09,131.17,234.21,168.08,122.85,191.37,117.68,220.06
2019-09-12,52.936626000000004,57.790001000000004,183.88511699999998,178.240005,35.838863,288.859985,154.75,184.361542,218.85,233.8,187.47,137.52,116.92,60.43,182.92,92.06,160.2,289.89,102.19,434.75,118.12,130.43,230.1,170.58,122.56,195.52,118.21,220.74
2019-09-13,52.79910699999999,58.290001000000004,181.55998200000002,179.169998,35.48317,294.149994,152.979996,184.896896,215.37,233.98,187.19,137.32,117.43,59.96,185.52,90.48,158.94,291.9,102.77,442.96,118.94,130.78,233.61,171.44,122.67,194.62,119.38,218.49
2019-09-16,52.199898,59.25,179.833588,177.070007,35.40626500000001,294.290009,153.009995,185.879959,216.77,230.99,186.22,136.33,115.57,59.5,188.41,89.42,153.77,288.69,104.03,435.71,116.85,129.54,234.43,169.67,122.57,194.16,115.36,218.31
2019-09-17,51.934673,59.599998,180.691803,179.0,35.08902,298.600006,152.820007,186.210907,221.3,230.21,188.08,137.39,116.51,59.87,187.71,90.75,155.54,291.41,102.2,439.18,117.94,129.67,232.52,168.07,122.39,194.95,117.21,222.22
2019-09-18,51.630157000000004,59.75,179.60405,180.0,34.973659999999995,291.559998,152.770004,185.227814,221.61,230.83,188.14,138.52,117.16,59.93,192.39,90.96,155.8,292.43,102.99,443.16,117.11,130.41,230.61,167.44,121.04,194.13,119.43,223.9
2019-09-19,52.42582700000001,59.029999,176.570404,180.460007,35.098633,286.600006,153.600006,183.115677,227.07,228.12,190.14,141.07,117.11,59.98,192.33,91.56,154.21,287.83,103.08,443.98,116.0,130.11,232.85,167.07,119.12,194.67,120.69,224.9
2019-09-20,52.524063,57.849998,172.32931499999995,182.509995,35.27167100000001,270.75,155.199997,182.375916,225.56,224.67,189.93,139.44,116.98,60.29,191.85,90.07,151.78,286.36,103.27,444.39,114.34,131.65,232.89,166.76,120.7,193.09,119.26,225.72
2019-09-23,53.064331,56.759997999999996,174.474808,176.979996,34.839069,265.920013,154.649994,181.811356,225.38,226.25,186.82,139.14,117.62,60.21,191.82,90.81,150.23,287.57,104.26,446.2,114.84,131.74,228.77,166.76,119.05,192.84,118.35,225.28
2019-09-24,52.406185,57.5,172.169632,171.550003,34.617958,254.589996,152.050003,179.777084,225.16,225.41,181.28,137.38,118.4,60.51,192.39,89.92,151.0,287.91,103.62,442.12,114.27,131.55,225.0,164.74,117.99,190.14,116.23,228.51
2019-09-25,52.88751600000001,58.509997999999996,177.857727,176.660004,34.512215000000005,264.75,152.990005,181.042435,222.04,228.1,182.8,139.36,118.47,60.27,189.98,90.35,150.77,288.51,105.06,445.19,114.32,130.99,222.17,164.0,119.05,190.87,116.66,229.37
2019-09-26,53.00539000000001,60.799999,176.969574,175.0,34.396854,263.309998,152.339996,181.042435,223.0,229.79,180.11,139.54,118.3,60.44,188.3,89.8,150.59,288.26,104.56,446.0,112.03,128.85,215.48,163.83,118.45,192.12,116.66,231.72
2019-09-27,53.133091,60.75,171.401245,165.979996,34.819843,263.079987,148.259995,178.141861,218.98,229.86,177.1,137.73,118.45,60.3,183.67,88.37,152.68,285.95,103.66,446.13,113.03,128.6,215.26,164.53,118.95,191.38,118.22,231.26
2019-09-30,54.056461,61.950001,173.706421,167.229996,34.541053999999995,267.619995,148.440002,177.859589,221.13,232.02,178.08,139.03,118.68,60.36,185.14,88.42,151.87,288.11,102.4,445.64,114.25,129.38,217.32,164.4,119.82,192.35,118.51,232.99
2019-10-01,52.848220999999995,61.630001,173.636551,165.149994,34.060383,269.579987,147.690002,173.946747,220.89,231.08,175.81,137.07,117.85,59.85,185.17,86.51,151.28,283.93,101.03,433.69,111.41,129.99,217.21,158.38,115.81,189.62,116.87,232.03
2019-10-02,52.209721,60.080002,172.678558,165.770004,33.358604,268.02999900000003,144.220001,169.761353,219.99,225.55,174.6,134.65,116.12,58.91,183.81,84.32,149.35,285.11,98.24,420.36,109.05,132.0,216.75,155.65,115.24,184.85,114.41,229.11
2019-10-03,52.907162,62.049999,180.93129,169.479996,34.079609000000005,268.149994,147.0,170.218826,223.9,226.81,179.38,136.28,116.31,59.01,184.0,84.67,147.02,289.0,98.87,419.61,109.53,131.19,215.36,155.23,115.9,185.81,114.6,230.17
2019-10-04,54.164519999999996,62.650002,181.58992,170.339996,34.541053999999995,272.790009,148.029999,171.9319,225.93,227.93,180.45,138.12,118.16,59.9,184.45,85.92,151.38,291.67,100.86,427.44,110.98,133.66,219.8,155.82,117.49,189.64,116.62,233.59
2019-10-07,53.830532,62.25,183.94499199999998,168.320007,34.44492,274.459991,148.800003,171.990295,225.28,226.74,179.68,137.12,117.23,60.25,182.51,85.85,151.16,293.41,101.36,423.17,109.93,133.16,221.24,153.52,115.57,186.81,115.71,232.55
2019-10-08,53.0938,60.799999,176.859802,161.929993,34.060383,270.720001,145.910004,171.795639,226.1,226.67,177.75,135.67,117.58,59.72,181.23,84.91,149.8,291.89,100.82,413.16,107.74,131.84,220.11,150.74,112.74,182.2,112.35,229.97
2019-10-09,53.804214,62.220001,180.33255,165.190002,34.310333,267.52999900000003,147.050003,172.330994,226.57,228.94,179.85,138.24,118.93,59.22,182.44,85.85,150.11,296.9,102.71,417.17,108.06,129.22,222.08,150.99,113.86,184.34,114.58,233.36
2019-10-10,54.751442000000004,62.029999,182.64768999999998,166.070007,34.406464,280.480011,146.410004,172.977127,226.28,231.61,180.03,139.1,119.61,59.83,184.0,85.96,150.75,297.14,106.6,420.38,108.51,129.06,223.73,152.31,115.28,183.83,115.66,232.0
2019-10-11,56.132801,61.540001000000004,185.601517,172.940002,34.714096000000005,282.929993,149.369995,175.855331,224.45,234.66,184.19,139.68,120.24,59.93,181.14,86.36,150.25,297.6,106.53,434.0,110.94,131.33,222.07,158.1,116.02,184.97,119.17,229.54
2019-10-14,55.708527000000004,61.830002,186.14038100000002,171.160004,34.896751,285.5299990000001,149.369995,175.356033,225.64,234.18,183.28,139.55,119.17,59.6,181.61,86.62,148.72,297.52,106.65,434.21,110.32,130.72,220.59,160.51,115.87,185.5,117.21,228.9
2019-10-15,55.599991,64.290001,195.959824,175.28999299999995,35.08902,284.25,152.740005,174.700119,224.21,235.62,188.89,141.57,119.53,60.55,182.23,86.45,148.21,298.39,107.3,444.45,111.38,132.84,238.59,162.98,116.48,187.0,118.21,227.54
2019-10-16,55.13625,63.0,193.80436699999998,177.119995,34.935207,286.2799990000001,146.970001,174.543472,221.97,235.9,189.55,140.41,119.42,60.29,183.42,86.71,148.51,298.78,106.26,446.4,111.07,135.17,236.99,162.18,117.5,186.57,118.96,229.91
2019-10-17,54.32716,63.400002,193.884155,176.850006,35.050564,293.350006,146.169998,173.045639,225.91,236.77,190.39,139.69,119.84,60.41,184.13,86.29,149.4,302.4,107.21,450.67,110.25,136.17,243.67,163.54,118.39,186.04,121.24,231.09
2019-10-18,53.823948,60.450001,190.092117,169.130005,35.050564,275.299988,144.089996,170.764603,229.09,237.93,185.85,137.41,119.14,61.05,186.1,86.03,149.7,302.86,107.2,445.04,109.41,127.7,245.34,163.1,117.35,187.08,124.23,232.48
2019-10-21,54.396232999999995,61.150002,195.60058600000002,173.520004,35.050564,278.049988,144.550003,171.763168,229.4,236.7,189.76,138.43,119.74,60.75,189.97,85.35,149.07,301.08,108.2,453.65,110.94,128.02,243.92,165.94,118.52,187.34,124.68,232.8
2019-10-22,53.389805,58.830002,195.201431,169.889999,35.021729,266.690002,142.330002,176.100082,226.74,237.2,182.34,136.37,119.58,60.77,188.75,83.46,148.44,299.97,108.77,450.32,108.19,129.2,249.48,167.54,116.1,182.72,125.27,236.24
2019-10-23,53.409538,58.360001000000004,194.682495,169.919998,35.348579,271.269989,145.130005,169.912872,226.02,234.67,186.15,137.24,119.35,60.88,189.68,82.74,149.81,297.32,109.0,457.06,108.38,129.9,247.8,168.76,115.15,184.07,124.47,236.0
2019-10-24,53.537804,61.720001,196.448822,172.550003,34.983273,271.5,148.119995,170.999557,223.47,233.89,186.38,139.94,119.1,60.58,189.34,83.18,150.76,297.05,110.63,454.66,113.35,127.5,244.51,161.89,114.01,185.0,123.58,237.55
2019-10-25,53.449001,62.889998999999996,204.112762,174.309998,35.348579,276.820007,150.490005,169.893295,216.67,234.38,187.89,140.73,119.04,60.37,189.25,83.38,151.4,296.5,114.42,459.8,113.71,128.35,244.91,166.09,115.72,183.07,124.04,236.88
2019-10-28,53.91275,62.799999,206.358063,178.679993,35.838863,281.859985,154.78999299999995,171.254089,210.75,236.8,189.4,144.19,119.22,60.18,190.06,83.6,150.77,298.94,117.25,466.56,117.08,129.18,247.05,169.06,116.25,182.87,123.71,233.23
2019-10-29,54.070620999999996,62.41,202.49615500000002,176.889999,36.732914,281.209991,155.089996,172.330994,216.16,234.14,189.31,142.83,117.15,60.19,191.89,84.13,149.46,295.86,118.96,466.16,117.76,129.12,252.29,168.81,116.91,184.8,125.05,232.6
2019-10-30,54.119953,62.16,202.575989,177.529999,36.992477,291.450012,158.279999,174.494553,217.24,236.24,188.25,144.61,118.1,60.82,195.64,84.19,150.8,299.84,116.45,466.94,117.57,132.84,254.8,168.37,116.88,186.58,125.98,235.46
2019-10-31,53.764748,61.43,200.600128,176.669998,36.886734,287.410004,156.490005,173.084808,218.08,234.58,191.65,143.37,117.26,60.47,194.31,84.56,147.69,297.11,116.82,461.7,115.8,132.04,252.7,164.99,115.17,185.42,125.12,238.34
2019-11-01,54.267959999999995,62.599998,202.166855,176.46000700000005,36.905956,286.809998,159.740005,175.953232,215.52,237.34,193.62,143.72,117.62,60.37,198.61,83.21,147.04,296.09,118.4,469.17,116.97,131.2,252.21,170.09,119.51,188.22,125.44,235.71
2019-11-04,54.711971,62.380001,210.06031800000002,179.690002,36.559872,292.859985,157.600006,174.328125,211.07,234.92,194.72,144.55,117.57,59.87,200.45,82.37,146.5,296.82,118.54,476.53,118.53,130.23,251.25,174.9,123.02,187.8,128.09,229.6
2019-11-05,54.929035,61.060001,209.17218,182.0,36.031136,288.0299990000001,158.149994,175.532272,206.01,232.2,194.32,144.46,118.86,59.5,202.06,81.89,147.83,299.18,118.92,482.44,119.13,130.42,250.3,175.27,121.39,186.88,128.89,227.11
2019-11-06,54.958641,61.34,207.196304,184.160004,36.156116,288.589996,158.929993,177.754578,207.98,234.01,191.55,144.06,119.5,60.13,203.55,82.99,148.65,301.57,118.42,489.54,120.06,130.96,250.52,174.0,121.95,189.23,129.77,227.49
2019-11-07,55.234913,64.410004,207.904831,186.660004,35.826096,289.570007,159.5,179.10556,205.69,232.94,190.42,144.26,120.23,60.53,200.9,81.95,147.02,305.21,119.57,490.16,120.38,131.43,256.46,174.52,123.49,189.09,129.83,223.09
2019-11-08,55.73813199999999,62.450001,207.345993,187.160004,35.961979,291.570007,161.110001,181.190811,205.87,232.84,190.84,145.96,119.44,59.35,199.43,81.77,148.0,302.62,119.7,490.21,119.58,133.0,256.97,173.15,124.3,189.7,128.92,222.08
2019-11-11,55.678928000000006,63.790001000000004,207.745163,186.710007,35.845505,294.179993,161.779999,180.476151,207.35,231.8,189.61,146.11,119.04,59.61,201.48,82.43,146.88,300.84,118.41,486.79,120.42,131.98,254.09,170.11,123.14,190.06,129.2,222.22
2019-11-12,55.836796,61.540001000000004,209.17218,186.970001,35.884331,292.01001,162.860001,181.386612,206.75,233.12,194.47,147.07,119.12,59.32,203.85,83.32,145.36,300.5,118.1,486.79,121.23,131.35,255.25,170.84,123.01,191.43,130.25,223.22
2019-11-13,55.46185300000001,61.509997999999996,208.134369,182.479996,35.525192,283.109985,162.600006,180.838364,210.32,234.8,193.19,147.31,120.98,59.41,204.86,83.94,147.29,302.9,118.43,485.57,120.59,131.27,253.57,170.55,123.02,194.5,130.32,227.91
2019-11-14,55.343452,62.990002000000004,209.351807,182.800003,35.47666500000001,289.619995,163.050003,181.298508,211.8,236.55,193.15,148.06,120.65,59.34,204.47,84.38,146.28,304.59,119.44,484.59,120.91,130.96,255.83,170.93,124.08,196.25,129.75,229.87
2019-11-15,55.66905600000001,64.699997,203.763504,185.490005,36.185226,295.0299990000001,163.21000700000005,183.148788,213.37,237.29,195.1,149.97,118.87,59.51,206.55,84.21,145.3,303.66,118.36,490.96,121.46,134.94,269.4,171.88,123.73,196.81,129.5,231.42
2019-11-18,55.442119999999996,65.739998,211.836594,184.610001,36.126991,302.570007,162.770004,182.659286,214.33,238.85,197.4,150.34,120.25,59.44,205.66,84.02,145.74,304.54,118.65,491.74,121.36,134.83,272.93,170.54,122.77,198.02,128.92,232.16
2019-11-19,55.521053,66.370003,207.555557,185.25,36.554066,302.600006,163.96000700000005,181.063538,215.57,225.86,199.32,150.39,119.89,59.5,204.78,83.66,146.51,302.24,117.42,492.8,121.97,134.82,274.23,170.68,120.54,198.34,128.79,232.66
2019-11-20,55.491455,67.16999799999999,210.738892,182.350006,35.961979,305.160004,164.199997,180.456573,217.9,220.9,197.51,149.62,119.13,59.48,206.05,83.6,146.38,300.57,116.06,488.81,120.93,135.94,275.56,167.77,119.01,197.71,126.5,235.22
2019-11-21,55.481586,67.41999799999999,209.74098199999997,184.860001,36.631718,311.690002,162.880005,179.10556,213.54,218.54,197.93,149.48,119.86,59.61,206.72,82.3,145.02,300.27,118.37,484.98,120.03,136.44,276.55,165.14,119.52,196.78,125.68,235.14
2019-11-22,55.639458,67.75,210.44950899999998,186.779999,37.204395,310.480011,162.809998,179.037033,210.11,218.03,198.82,149.59,119.36,59.75,206.5,83.02,146.26,299.31,116.63,485.0,121.02,138.07,276.84,167.6,119.32,196.66,125.41,233.38
2019-11-25,55.807198,68.25,220.747955,190.449997,37.544117,315.549988,161.71000700000005,178.821655,209.71,218.4,199.79,151.23,118.92,59.38,203.61,83.75,145.25,299.05,115.42,491.86,122.58,137.18,282.67,170.24,120.3,198.36,127.79,232.56
2019-11-26,55.757862,68.940002,216.54673799999998,194.699997,37.165573,312.48999,162.53999299999995,178.195129,214.79,220.76,198.97,152.03,119.19,59.89,202.16,84.56,148.19,301.24,114.33,490.89,122.83,137.17,281.4,169.23,121.2,200.92,129.71,234.92
2019-11-27,55.856529,69.650002,217.944855,200.820007,37.495586,315.929993,161.509995,178.51818799999995,214.91,223.0,202.0,152.32,118.76,60.1,203.7,85.77,148.95,300.76,114.69,494.21,123.71,137.75,280.67,170.61,119.87,201.25,129.19,233.07
2019-11-29,55.39278,69.120003,216.44688399999998,200.0,37.388817,314.660004,162.889999,177.921005,214.03,220.51,201.64,151.38,119.09,60.24,198.8,85.43,148.23,299.81,114.72,494.91,123.56,137.49,279.87,169.77,119.73,201.16,128.84,233.82
2019-12-02,54.692238,66.879997,208.966995,196.309998,37.165573,309.98999,161.0,174.249802,209.57,217.62,199.7,149.55,119.28,59.96,201.01,84.57,148.93,297.39,114.33,489.7,122.26,137.36,279.66,168.27,118.22,199.59,128.5,231.25
2019-12-03,53.863415,67.040001,207.379166,194.899994,36.932617,306.160004,161.570007,173.319763,211.21,214.0,198.82,149.31,118.67,60.14,200.56,84.82,147.95,295.67,112.75,485.76,120.79,137.16,276.9,165.17,116.93,198.75,127.96,232.23
2019-12-04,53.68581,67.779999,209.136765,193.740005,37.019978,304.320007,156.429993,174.337906,213.36,214.1,198.71,149.85,118.69,60.53,199.63,85.4,150.3,296.52,112.57,486.69,121.72,139.38,279.32,167.14,116.47,199.58,129.1,234.26
2019-12-05,53.95221700000001,67.139999,208.45768700000002,200.0,36.9132,302.859985,158.220001,178.53775,213.53,213.0,199.36,149.93,118.66,60.82,194.77,84.45,150.79,293.1,112.54,490.3,123.0,139.56,282.0,164.37,115.01,199.85,131.13,234.56
2019-12-06,54.100224,67.980003,211.88305699999998,201.889999,37.165573,307.350006,158.009995,179.692963,212.2,214.28,201.05,151.75,119.78,61.19,195.17,86.32,151.86,294.95,113.56,495.76,123.9,140.38,280.19,171.47,117.53,202.55,132.54,234.39
2019-12-09,54.573837,67.059998,211.88305699999998,198.740005,37.194687,302.5,157.479996,179.32093799999996,212.65,216.53,201.34,151.75,119.36,61.01,194.58,86.28,152.75,295.16,111.96,497.07,124.5,140.5,277.54,169.83,118.14,202.03,132.98,234.27
2019-12-10,55.07704200000001,65.839996,213.69061299999998,200.449997,37.349987,293.119995,156.399994,176.687469,210.0,215.9,200.87,151.13,119.14,61.23,194.58,86.04,152.43,295.78,111.93,494.03,122.35,139.99,279.52,167.66,118.54,201.88,132.47,234.45
2019-12-11,55.560524,65.75,217.04606600000002,204.639999,37.09763,298.929993,156.389999,175.50291399999998,211.56,212.0,202.26,151.7,119.0,61.08,190.34,86.59,152.13,295.3,112.21,493.91,123.61,140.98,280.5,168.74,116.79,202.3,132.31,235.78
2019-12-12,55.718391000000004,65.860001,223.766983,204.5,37.40823,298.440002,158.589996,176.677689,209.69,212.04,196.75,153.24,119.76,61.17,191.62,88.21,152.26,297.34,113.73,502.12,125.35,141.34,283.61,168.56,116.95,203.92,133.76,233.9
2019-12-13,53.78448100000001,64.800003,223.687073,204.910004,37.204395,298.5,161.130005,175.267929,212.52,214.08,194.11,154.53,120.29,60.81,191.76,88.67,151.7,291.87,112.99,498.61,123.22,141.38,285.48,168.79,118.62,206.66,133.01,236.95
2019-12-16,53.2714,66.529999,224.84548999999998,206.970001,37.990608,304.209991,161.96000700000005,176.795166,215.6,215.53,197.92,155.53,120.54,61.23,192.38,88.78,151.59,293.5,114.14,502.05,123.24,141.79,292.03,170.75,119.12,205.0,133.25,239.47
2019-12-17,52.136711,65.550003,227.98123199999998,208.179993,37.75766,315.480011,161.630005,177.294449,211.93,217.72,198.39,154.69,121.28,61.49,192.58,88.13,150.08,295.55,113.03,502.29,123.02,143.56,290.47,169.93,120.29,203.4,133.1,239.82
2019-12-18,52.679386,65.139999,229.199585,210.0,37.74795200000001,320.799988,161.479996,174.709915,217.95,218.0,202.5,154.37,119.86,60.86,190.95,87.99,149.82,291.87,113.04,499.49,122.4,143.19,292.9,169.03,117.95,205.76,131.65,240.29
2019-12-19,52.531383999999996,64.550003,235.141556,210.130005,37.825603,332.220001,163.330002,174.89592,224.2,220.22,206.06,155.71,120.08,60.8,191.45,88.52,151.48,293.71,112.81,502.34,122.52,145.35,294.62,172.15,118.56,208.3,132.42,240.65
2019-12-20,52.88659300000001,63.630001,239.04626499999998,212.25,38.077965,336.899994,164.550003,174.582657,227.74,221.19,206.3,157.41,120.29,62.07,188.91,88.46,152.66,294.83,113.35,499.59,122.54,146.06,292.59,175.37,117.4,211.1,132.47,242.71
2019-12-23,52.995125,62.799999,238.497025,214.830002,38.165321,333.100006,163.740005,175.963028,226.97,219.21,206.18,157.41,119.03,61.4,192.0,88.23,152.34,293.31,112.67,499.66,121.62,146.44,295.09,178.47,118.94,210.83,133.01,238.78
2019-12-24,52.728722,63.959998999999996,238.297287,214.25999500000003,38.136204,333.200012,163.25,175.06236299999995,227.08,220.67,205.12,157.38,119.51,61.28,193.59,88.52,152.48,294.23,113.2,499.64,122.2,145.93,294.54,176.68,118.33,211.61,133.54,240.51
2019-12-26,52.856995,64.029999,238.86651600000002,216.380005,38.22356,332.630005,164.509995,174.44558700000005,227.87,220.82,207.79,158.67,119.52,61.29,191.55,88.08,152.94,295.73,112.06,503.24,122.87,145.83,295.65,176.59,119.04,212.05,133.36,241.96
2019-12-27,52.74845500000001,63.799999,236.54963700000002,215.470001,38.165321,329.089996,164.979996,173.7603,229.08,219.97,208.1,158.96,119.59,61.53,189.99,88.13,153.53,294.11,110.6,503.01,122.82,145.75,295.97,177.26,118.94,212.22,133.31,242.51
2019-12-30,51.998573,61.799999,232.005798,212.910004,37.76736500000001,323.309998,162.440002,172.311386,228.85,217.31,204.41,157.59,119.4,61.21,191.08,87.44,152.88,295.14,110.37,500.84,121.81,145.3,293.85,175.83,116.44,210.64,132.92,241.29
2019-12-31,52.274845,62.560001,234.981781,212.100006,38.02943,323.570007,162.639999,172.644272,229.82,218.38,205.25,157.7,118.84,61.4,189.85,87.92,153.54,293.92,111.41,502.7,121.84,145.87,293.98,176.42,117.06,210.57,133.49,242.16
2020-01-02,53.231933999999995,63.830002,239.585526,219.770004,37.990608,329.809998,166.990005,174.680527,228.5,219.66,209.78,160.62,118.94,61.05,189.57,89.35,152.61,291.49,112.2,508.98,125.16,145.97,292.5,180.0,116.79,210.15,131.6,238.62
2020-01-03,53.04446,63.0,235.750748,217.0,37.786774,325.899994,166.169998,176.393768,228.61,218.93,208.67,158.62,117.89,60.4,195.25,88.83,152.91,291.73,108.49,503.57,124.75,144.28,289.54,178.45,116.72,209.8,129.69,240.32
2020-01-06,53.32074,62.57,236.73939500000003,216.639999,37.738239,335.829987,173.449997,178.263626,228.55,219.96,212.6,159.03,117.65,60.27,196.69,88.13,153.37,291.81,107.81,504.0,125.52,144.1,291.55,178.62,116.2,208.43,129.09,241.52
2020-01-07,53.43914,64.589996,239.605499,217.630005,37.612064,330.75,176.0,176.23713700000005,223.68,218.52,213.06,157.58,116.56,59.6,197.17,87.86,151.52,291.35,108.14,507.22,126.02,144.98,289.79,177.9,116.0,203.93,128.08,241.31
2020-01-08,53.647266,67.599998,240.05490099999997,218.0,37.91296,339.26001,177.330002,176.687469,225.62,221.79,215.22,160.09,116.16,59.71,197.3,88.88,151.97,294.69,104.1,507.1,127.22,144.96,295.9,180.63,116.66,204.33,128.41,241.2
2020-01-09,53.895039000000004,67.93,242.69133,221.77999900000003,37.74795200000001,335.660004,179.600006,177.793732,226.47,225.19,218.3,162.09,117.36,58.85,198.05,90.53,152.8,299.42,105.62,513.1,128.28,145.39,294.22,181.2,116.93,206.15,128.66,243.09
2020-01-10,53.964413,67.989998,243.98957799999997,223.830002,38.330326,329.049988,180.199997,175.737854,230.8,224.22,218.06,161.34,116.38,58.99,198.01,90.16,153.67,297.24,104.87,512.18,127.46,145.06,295.13,180.47,115.87,207.66,128.09,243.55
2020-01-13,54.093254,68.660004,251.639206,230.479996,38.252674,338.920013,183.850006,177.323822,235.41,223.34,221.91,163.28,115.88,59.15,198.94,91.08,156.2,299.87,105.3,523.11,131.03,145.7,285.85,180.92,116.75,209.59,129.22,246.4
2020-01-14,54.390579,68.16999799999999,246.94557200000003,226.490005,38.893295,338.690002,182.119995,177.167175,233.95,222.81,219.06,162.13,116.18,59.04,202.35,90.99,156.25,299.75,106.38,518.32,129.73,146.52,288.24,181.37,117.27,207.73,129.93,247.73
2020-01-15,54.271648,70.360001,245.237869,225.059998,39.475674,339.070007,181.059998,177.793732,235.38,224.59,221.15,163.18,115.28,59.1,205.77,91.54,156.67,300.82,104.89,530.26,130.15,147.01,296.41,179.78,117.93,207.26,130.74,251.58
2020-01-16,54.935673,69.519997,248.593338,223.940002,39.417439,338.619995,182.690002,179.575699,232.24,228.82,221.77,166.17,115.9,59.67,206.98,92.58,157.13,303.03,103.79,535.0,132.02,148.2,300.74,181.01,118.61,208.98,127.41,252.27
2020-01-17,54.638348,69.379997,248.942871,227.429993,39.320374,339.670013,182.229996,179.073593,233.42,231.91,222.14,167.1,114.96,60.13,207.48,93.62,157.7,304.68,103.31,535.24,132.26,149.17,298.47,181.35,118.6,209.2,128.49,253.4
2020-01-21,54.727546999999994,68.309998,247.604691,222.25999500000003,39.155373,338.109985,185.270004,180.451904,236.73,232.95,221.44,166.5,115.59,60.32,207.94,92.53,159.1,313.26,102.34,529.14,132.3,149.27,300.53,179.39,117.39,209.15,125.89,256.89
2020-01-22,54.23200600000001,68.690002,249.77174399999998,222.369995,39.009773,326.0,182.75,180.264862,235.16,232.9,221.32,165.7,116.1,60.48,211.25,92.53,159.63,311.89,101.86,536.86,132.57,148.25,300.59,178.03,117.26,209.41,126.16,259.9
2020-01-23,54.489684999999994,69.290001,252.518036,219.130005,39.5145,349.600006,183.979996,181.761322,237.83,233.65,219.76,166.72,115.81,60.51,209.39,93.75,159.07,312.88,102.08,541.94,133.21,148.53,299.46,177.74,116.93,210.68,126.26,260.08
2020-01-24,53.587803,71.139999,250.14123500000002,213.75,38.650639,353.160004,182.110001,182.204361,237.52,232.0,217.94,165.04,114.37,60.28,205.5,92.03,158.28,310.51,100.32,536.84,131.18,148.32,292.81,178.15,116.66,208.57,125.81,263.72
2020-01-27,52.220104,71.050003,239.87515299999998,205.470001,38.980652,342.880005,180.710007,179.743073,237.47,231.19,214.87,162.28,115.86,59.91,204.74,88.73,159.96,309.45,96.92,523.81,128.54,148.75,284.09,175.63,114.92,206.55,122.96,266.74
2020-01-28,52.983242000000004,74.800003,247.634628,210.229996,37.019978,348.519989,182.850006,180.786652,237.18,233.86,217.79,165.46,116.6,60.7,206.42,88.6,156.07,310.85,96.69,529.97,131.3,149.5,285.87,165.58,115.37,210.24,124.03,265.81
2020-01-29,52.725559,76.160004,245.207916,212.020004,36.476418,343.160004,181.770004,180.629135,233.44,234.02,223.23,168.04,115.89,59.53,207.02,86.72,155.21,309.58,95.8,536.49,136.12,150.54,282.9,162.0,115.76,207.96,123.42,265.76
2020-01-30,52.83457900000001,76.099998,245.477554,208.580002,36.34894600000001,347.73999,185.669998,178.423798,235.2,232.79,209.53,172.78,116.58,59.36,207.97,85.84,155.86,309.47,96.41,539.69,136.57,150.36,280.98,162.51,108.0,208.37,123.11,269.93
2020-01-31,51.98225,74.690002,236.110229,206.589996,36.515644,345.089996,182.309998,172.723465,231.74,228.1,201.91,170.23,114.49,59.44,210.28,84.83,157.31,305.52,91.37,527.35,133.53,148.87,272.45,158.66,103.52,205.21,119.84,268.2
