,AMT,AMT,AMT,AMT,AMT,BABA,BABA,BABA,BABA,BABA,BLK,BLK,BLK,BLK,BLK,COST,COST,COST,COST,COST,CRM,CRM,CRM,CRM,CRM,FB,FB,FB,FB,FB,MSFT,MSFT,MSFT,MSFT,MSFT,NFLX,NFLX,NFLX,NFLX,NFLX,NVDA,NVDA,NVDA,NVDA,NVDA,ORCL,ORCL,ORCL,ORCL,ORCL,PFE,PFE,PFE,PFE,PFE,PPG,PPG,PPG,PPG,PPG,SPY,SPY,SPY,SPY,SPY,SQ,SQ,SQ,SQ,SQ,TROW,TROW,TROW,TROW,TROW,UNH,UNH,UNH,UNH,UNH
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
2019-05-21,199.48,200.02,197.99,198.17,1165990.0,163.16,165.5896,162.52,163.44,20014647,440.82,444.32,440.19,441.64,234160.0,249.11,250.83,248.1,249.97,1312837,157.36,157.84,155.18,155.79,3280197,184.57,185.7,183.885,184.79,6479835,127.43,127.5273,126.58,126.9,12132102,350.95,356.425,349.93,354.3,3641465,154.2,155.7,152.64,155.06,8371896,54.21,54.27,54.025,54.18,6413222,41.71,41.81,41.485,41.66,23648077,107.43,109.17,106.68,108.99,1450721.0,285.83,286.93,285.55,286.49,41709587,65.21,66.09,65.15,65.94,5161468,105.03,105.89,104.88,105.68,383190,247.01,251.18,246.8,249.98,4751305.0
2019-05-22,198.56,201.235,198.22,200.69,786916.0,162.41,162.82,158.07,158.79,25605481,440.16,442.08,436.38,439.09,265821.0,251.01,251.01,249.14,249.55,1104043,155.87,158.19,155.84,157.67,2775727,184.73,186.74,183.61,185.29,7343786,126.62,128.24,126.52,127.66,12781907,358.01,370.46,357.3,359.74,5864352,153.5,154.55,151.76,152.2,7362146,54.23,54.55,54.04,54.2,7532630,41.69,42.21,41.55,41.99,20216219,108.29,108.68,107.6,108.48,942092.0,285.45,286.69,285.1,285.62,43931414,65.68,67.0427,65.66,66.4472,6286847,105.31,105.84,104.9,105.29,406405,249.1,251.03,248.71,249.31,3349311.0
2019-05-23,200.17,203.85,200.17,202.93,1204121.0,155.45,158.4795,154.41,156.11,24617143,434.86,434.86,429.1019,433.72,504019.0,248.63,249.92,247.1774,248.52,1553811,156.03,156.34,152.15,153.73,4016435,182.42,183.9,179.67,180.87,11158349,126.2,126.29,124.74,126.18,20026729,355.5,357.42,347.7,352.23,5169430,149.69,149.69,144.9112,147.37,12170213,53.72,53.72,52.51,53.07,9650649,41.84,41.98,41.645,41.92,18618254,107.91,107.95,106.23,106.82,1150420.0,283.16,283.21,280.57,282.27,78886518,65.05,65.33,62.77,63.75,8513464,104.22,104.3,102.29,102.74,954172,247.98,248.1465,244.39,246.48,3235629.0
2019-05-24,204.14,205.31,202.93,203.04,962002.0,157.615,158.43,154.9,155.02,20058773,437.0,438.2346,434.8,435.91,216786.0,249.11,249.5635,246.77,247.3,1204030,154.89,156.93,154.16,154.59,2856661,182.33,183.63,180.83,181.07,7042655,126.91,127.415,125.97,126.23,12380286,355.51,359.44,353.791,354.39,3612717,148.08,149.5,144.88,145.13,8094214,53.38,53.47,52.59,52.78,7982706,42.06,42.305,41.865,41.97,12263983,107.87,107.91,106.64,107.78,781259.0,283.74,284.2,282.09,282.8,44877163,64.15,65.04,63.76,64.66,6485619,103.55,103.94,102.86,103.75,532081,247.25,249.36,245.51,247.72,2562122.0
2019-05-28,204.15,204.75,202.48,202.5,902614.0,156.4,157.07,153.22,154.82,26108455,436.17,436.7,429.34,429.51,256628.0,248.58,250.2,246.14,246.14,2515070,155.35,157.81,154.39,155.15,3779542,181.54,184.7119,181.4537,184.31,10084904,126.94,128.0,126.05,126.05,15677726,354.39,361.2,353.64,354.61,3703586,145.86,147.18,143.25,143.3,9185563,53.08,53.28,51.75,51.75,14064760,42.15,42.48,41.89,41.9,18987399,107.51,108.35,107.34,107.48,757487.0,283.09,284.15,280.18,280.31,57121638,65.2,67.67,65.1,65.84,8831587,103.49,103.75,101.9,101.9,866870,248.5,249.3,241.9,242.0,3123140.0
2019-05-29,202.64,203.43,200.23,201.1,1244853.0,153.58,154.385,150.71,152.48,27339180,426.39,428.45,422.63,427.66,330716.0,244.13,244.77,238.91,240.68,2341955,153.76,154.06,151.2,152.84,3938289,183.5,184.56,181.35,182.19,11666484,125.38,125.39,124.04,124.94,19094366,353.6,353.8476,345.9,349.21,5164094,141.41,142.82,138.94,140.31,13056864,51.43,51.81,51.05,51.69,10994588,41.7,41.84,41.28,41.71,18942344,107.1,107.61,106.33,107.18,873535.0,278.91,279.36,276.71,278.38,88121995,65.06,65.06,62.7,63.23,9713666,101.35,102.32,100.47,102.22,849890,239.85,243.03,237.9,242.31,3061508.0
2019-05-30,201.34,205.02,200.5322,204.68,1294711.0,152.36,153.37,150.25,151.06,16057646,428.48,431.48,423.8137,426.44,350654.0,242.15,243.58,240.745,241.48,1731801,154.32,155.87,153.9,155.65,4096211,183.08,183.48,180.89,183.01,7960501,125.26,125.76,124.78,125.73,14940725,350.55,354.21,348.3,351.83,3721735,140.31,141.7499,137.57,139.11,9231333,51.93,52.03,51.46,51.73,7904581,41.68,41.95,41.58,41.9,14891150,107.16,108.11,106.96,107.24,347283.0,279.11,280.04,277.805,279.05,52483275,63.78,64.29,63.2,63.65,5283966,102.55,103.38,101.98,102.64,750234,241.92,245.3529,241.34,243.5,2428940.0
2019-05-31,204.69,210.2522,204.22,208.78,2333900.0,149.63,150.68,147.95,149.195,23841727,420.75,420.75,415.02,415.43,442510.0,238.98,240.66,233.05,239.57,3597182,152.66,154.48,151.26,151.44,4660799,180.44,180.54,177.16,177.4,13135682,124.23,124.615,123.32,123.59,19067178,347.22,349.34,342.92,343.25,4504506,137.14,139.8548,135.39,135.46,8923463,51.24,51.36,50.51,50.58,9203907,41.69,41.98,41.45,41.52,15783376,105.93,106.33,104.57,104.65,1002708.0,276.21,277.12,275.24,275.37,67316713,62.24,62.5,61.31,61.95,6841438,101.54,101.96,100.71,101.13,1086733,241.95,243.62,239.48,241.89,2651634.0
2019-06-03,208.86,209.79,206.5,209.2,1485393.0,149.6,151.77,148.845,149.99,22136166,415.71,421.88,415.19,419.76,460903.0,239.78,241.54,238.0846,241.05,2237527,150.7,150.7,143.39,145.03,8034617,175.0,175.05,161.01,164.01,51883512,123.85,124.37,119.01,119.88,33076693,343.56,347.66,332.65,336.63,7355610,135.91,137.47,132.6,133.78,10726924,50.56,51.075,49.89,50.24,15154501,41.63,42.19,41.57,41.93,16628367,,,,,,275.31,276.5521,273.09,274.54,82473795,61.95,62.5435,59.8922,60.63,8539312,101.38,101.71,98.69,99.41,2026804,241.49,243.8,236.02,236.61,4091449.0
2019-06-04,209.24,209.54,206.41,207.98,1654659.0,151.56,155.2,150.64,154.14,18889271,433.405,434.8,423.15,434.74,477592.0,243.0,245.82,242.5,245.73,1448907,146.05,150.81,142.51,150.72,9716082,163.71,168.28,160.84,167.52,42643617,121.27,123.28,120.6522,123.2,23847973,345.0,353.61,343.25,353.4,7322078,136.36,143.21,135.4675,143.02,14720697,50.79,52.24,50.63,52.03,14151222,42.48,42.75,42.04,42.23,13447226,109.08,111.72,108.73,111.68,1421805.0,277.12,280.68,276.62,280.52,64337734,61.55,63.45,60.73,63.3997,7446086,100.96,102.86,99.89,102.85,1106145,238.13,241.05,234.834,240.77,4287570.0
2019-06-05,209.315,212.96,208.71,212.71,1886298.0,155.17,156.11,149.32,151.65,20834195,433.66,440.49,427.81,438.28,541458.0,246.1,248.76,245.02,247.99,1572943,157.15,158.5,154.55,158.41,10932400,167.48,168.72,164.63,168.15,17442338,124.95,125.87,124.21,125.83,20223894,354.38,357.88,348.71,355.8,4660793,145.97,146.19,139.82,141.33,11895232,52.78,53.24,51.845,52.11,13660244,42.6,42.84,42.405,42.51,15707634,112.38,112.77,110.2,112.35,1748345.0,282.33,282.99,280.32,282.9,58965379,63.45,65.64,63.43,64.93,8859706,103.1,103.51,101.57,103.44,545080,243.17,245.79,241.23,242.88,2400873.0
2019-06-06,212.86,213.71,211.5,212.74,1055124.0,152.0,152.7,150.57,151.49,12916502,438.3,441.61,436.25,439.32,622288.0,248.0,251.94,247.735,251.25,1220897,158.5,160.0,157.33,159.37,5072387,168.3,169.7,167.23,168.32,11004943,126.44,127.97,125.6,127.9,17659237,354.84,358.21,352.09,357.28,3405233,141.45,144.77,141.35,143.79,9383417,52.09,52.74,51.86,52.6,8653546,42.8,43.085,42.48,42.76,17604218,112.91,113.23,112.12,113.01,1896716.0,283.29,285.55,282.57,284.74,53512841,64.88,65.87,64.2,65.79,5617154,103.65,104.05,102.8984,103.68,626645,243.13,243.94,241.73,242.08,2019413.0
2019-06-07,213.55,214.52,212.03,212.41,949358.0,152.95,155.69,152.2135,154.21,16602736,439.99,444.4025,438.5316,444.16,438911.0,251.16,256.6,251.02,256.01,1926836,159.84,162.99,159.5,161.22,6613271,170.17,173.87,168.84,173.34,14548549,129.19,132.25,128.26,131.4,28442880,357.39,365.15,355.69,360.8,4235419,144.02,146.88,143.25,145.5,7976292,52.8,53.42,52.78,53.25,9656377,42.98,43.245,42.86,42.92,14793655,113.56,114.57,113.13,113.99,1558877.0,285.93,288.85,285.74,287.63,60266286,66.48,69.07,66.16,68.45,9305410,104.25,105.84,103.79,105.69,831741,242.9,247.07,242.19,246.76,2356751.0
2019-06-10,213.0,213.54,209.03,209.83,1756717.0,158.78,161.98,157.4,159.85,31850218,446.9,449.0,443.47,443.78,470511.0,256.4,258.825,256.11,256.85,1584942,153.48,157.45,150.83,152.8,27741786,174.75,177.86,173.8,174.83,13236390,132.4,134.08,132.0,132.6,23572989,363.65,367.1,349.285,352.01,7366867,147.76,151.19,147.76,148.45,9003749,53.68,54.41,53.57,54.0,11084618,43.24,43.24,42.67,43.05,12260207,114.66,114.695,113.49,114.34,1111187.0,289.37,290.82,288.8734,288.9305,51975211,69.57,71.7,69.12,70.37,9524944,106.65,107.73,106.22,106.97,862787,247.08,249.67,245.99,248.11,2014434.0
2019-06-11,209.84,210.47,207.4701,208.94,1490808.0,164.2,165.68,161.9245,162.66,21166787,448.08,448.34,439.91,443.12,470471.0,258.91,259.615,256.2078,257.12,1385495,155.31,155.71,148.79,150.05,14353316,178.48,179.98,176.79,178.12,13789793,133.88,134.24,131.2757,132.1,18628257,355.0,357.58,348.5,351.27,5032305,150.84,152.36,149.16,150.76,8713056,54.5,54.61,53.84,53.94,9604587,43.2,43.3,42.55,42.67,15207500,115.33,117.345,115.33,116.86,1095842.0,290.99,291.4,288.1805,288.89,46353659,71.2,71.88,69.11,70.17,6505321,107.8,108.5,106.275,106.66,750807,248.52,250.69,245.73,245.89,2295302.0
2019-06-12,209.53,212.36,209.52,212.0,2127172.0,160.47,161.7,158.81,160.04,15139121,443.44,447.96,441.06,446.4,379230.0,257.58,258.75,255.77,257.28,884092,151.11,152.32,150.15,151.26,6366463,178.38,179.27,172.88,175.05,15583770,131.4,131.97,130.71,131.49,14627551,351.82,353.61,343.23,345.54,4294097,149.0,149.25,145.59,146.165,8124925,53.68,54.05,53.43,53.63,8717028,42.47,43.17,42.46,43.1,13780520,115.41,117.39,115.41,116.99,489038.0,288.64,289.26,287.815,288.36,37832770,70.0,70.92,69.53,70.49,6318445,106.69,106.81,105.16,105.88,650427,246.2,246.5,242.3,244.46,2541521.0
2019-06-13,212.1,212.6516,208.53,209.04,2228553.0,160.55,161.32,159.8,160.2601,12638227,446.86,449.4,445.69,448.13,263822.0,257.71,259.87,257.5474,259.72,2091767,152.16,152.24,150.25,151.34,4746586,175.53,178.03,174.606,177.49,20905225,131.98,133.0,131.56,132.32,29605510,347.23,348.5,339.25,343.57,11773444,147.09,149.0,146.38,148.32,13634789,53.98,53.98,53.44,53.85,9267138,43.07,43.14,42.365,42.51,11191839,117.19,117.59,116.24,116.94,468940.0,289.41,289.98,288.62,289.65,40688128,70.76,72.75,70.53,72.18,7697066,105.47,106.35,104.73,106.11,1500053,244.82,245.34,243.12,244.96,2292440.0
2019-06-14,209.0,211.95,208.18,211.23,1252754.0,158.37,158.71,157.23,158.1,12341359,449.14,449.14,444.63,446.95,266943.0,260.0,261.2,258.91,260.15,2137836,151.04,151.98,149.48,149.9801,5424977,180.51,181.8398,180.0,181.33,29782487,132.26,133.79,131.64,132.47,28380382,341.63,343.4,336.155,339.73,9348337,144.51,145.49,142.836,144.58,17918595,53.61,53.83,53.28,53.29,10615541,42.52,42.87,42.48,42.76,9826672,116.84,116.84,115.91,116.55,557990.0,289.26,289.93,288.41,289.19,41744834,71.81,72.08,70.92,71.58,4843929,102.66,106.1237,102.66,105.94,991058,244.72,246.05,242.79,245.37,1565343.0
2019-06-17,211.72,214.69,211.3,214.04,1517141.0,157.53,160.55,157.42,159.92,12306984,446.67,447.8,439.61,440.12,248401.0,261.13,262.25,260.43,261.51,1017969,150.2,151.2843,149.87,150.28,4067304,185.01,189.5,184.4105,189.04,26879135,132.63,133.73,132.53,132.89,11190315,342.69,351.77,342.06,350.61,4985978,144.57,146.5206,143.65,145.02,6377529,53.34,53.545,52.95,53.13,12990701,42.7,42.9,42.35,42.87,9735624,116.82,116.82,114.78,114.94,692440.0,289.52,290.22,289.18,289.44,32798643,72.0,72.93,71.8,72.24,5017965,106.05,106.29,104.87,105.06,699784,246.0,247.1,245.22,245.96,1807939.0
2019-06-18,214.3,215.96,213.33,214.4,1375402.0,162.89,169.11,161.95,165.52,30327263,443.32,456.105,442.4,449.53,462421.0,263.61,264.1956,262.05,262.8,1556180,151.88,152.95,150.5,150.6,6275901,194.0,194.53,187.28,188.52,34182419,134.19,135.24,133.57,135.18,22259993,355.56,361.5,353.75,356.99,4972707,147.5,155.11,147.06,152.89,13119631,52.86,53.6,52.41,52.89,17991099,42.82,43.33,42.82,43.08,15183252,115.5,115.76,114.47,114.7,924414.0,291.39,293.57,290.99,292.29,71713227,72.9,73.505,71.6,71.8346,6563648,105.54,108.0,105.405,107.4,862443,247.5,249.34,245.15,245.7,2674173.0
2019-06-19,213.51,217.04,213.19,216.19,1088244.0,167.77,167.9,163.42,165.43,18302407,451.2,456.22,449.28,454.95,470155.0,262.31,264.1008,260.94,263.55,1222363,151.69,154.47,150.515,154.1,7398157,187.0,188.1,184.55,187.44,18783398,135.0,135.93,133.81,135.59,17422488,361.72,364.74,356.12,363.49,5218969,154.3,154.7568,152.0738,153.11,7599144,52.75,53.13,52.25,52.6972,25248317,43.17,43.585,43.09,43.49,14780966,115.18,116.04,114.33,115.66,1010532.0,292.55,293.65,291.47,293.05,65591743,71.77,72.78,71.27,72.65,5464848,107.39,108.0,106.39,107.88,1209051,246.0,251.37,245.51,250.22,2812289.0
2019-06-20,216.16,218.79,215.9,217.65,1000082.0,170.19,170.48,166.275,168.2,20262623,456.5,466.845,456.5,465.58,573677.0,265.0,267.79,264.55,267.35,1278793,156.29,158.29,155.42,157.21,9186146,190.95,191.16,187.64,189.31,12742652,137.45,137.66,135.72,136.89,24413637,365.91,370.12,361.215,365.07,5257914,156.77,157.33,153.5178,154.1,7573840,55.98,57.47,55.53,57.02,42998457,43.83,44.11,43.505,43.61,14880261,117.0,117.35,114.5,115.21,1293230.0,296.04,296.3093,293.1255,295.84,81862090,73.76,74.55,73.31,74.42,7908379,109.13,110.5,108.065,109.59,997188,251.6,252.82,247.4,247.78,2766209.0
2019-06-21,217.46,217.93,214.24,215.25,1413531.0,167.48,169.471,166.77,167.45,14578691,465.12,472.18,463.715,468.24,617304.0,266.77,268.94,265.99,266.14,2294851,156.67,157.79,155.94,156.78,5854776,188.75,192.0,188.75,191.15,17047055,136.58,137.73,136.46,136.94,32605935,365.0,371.45,365.0,368.88,6256562,153.5,155.48,151.5,151.76,9198007,57.14,57.15,56.06,56.13,21630446,43.55,44.0,43.31,43.69,19309064,115.43,116.09,114.54,116.04,1446744.0,294.13,295.52,293.76,294.08,58466666,74.08,74.2595,72.29,72.9,5486927,109.83,109.84,108.25,108.31,950041,248.78,253.4877,246.9,252.29,4222392.0
2019-06-24,215.81,216.0,213.97,214.57,818983.0,168.4,168.88,165.78,168.09,15197921,467.87,470.92,461.495,463.4,287887.0,267.31,267.97,266.52,266.86,1096299,157.39,157.73,152.51,152.54,5592008,192.42,193.98,191.57,192.57,13295230,137.27,138.4,137.0,137.79,15409700,370.27,375.0,370.2,371.04,4224559,152.62,153.85,150.72,152.66,5678761,56.25,57.3,55.9,56.75,14614990,43.69,43.9,43.47,43.77,15164522,116.0,117.37,115.9527,116.87,763343.0,294.23,294.58,293.47,293.64,35700746,72.98,73.679,72.52,72.705,3805796,108.6,108.91,106.58,107.06,656861,251.33,252.625,247.8642,249.71,2490041.0
2019-06-25,215.04,215.41,210.69,210.81,1064634.0,167.04,167.34,164.62,165.94,18316970,463.03,463.04,455.99,458.34,361343.0,266.71,267.08,265.36,266.36,961144,152.83,152.9699,148.59,149.27,6565943,192.88,193.14,188.13,188.84,14685612,137.25,137.59,132.73,133.43,28861090,370.75,370.9994,358.29,360.41,4985746,152.86,155.88,151.37,151.48,6662915,56.87,57.18,56.06,56.07,15586918,43.85,44.29,43.7234,43.78,18454847,117.02,117.07,115.5,116.24,593905.0,293.695,293.73,290.64,290.79,64968105,72.93,73.17,69.26,69.86,10074748,107.24,107.24,105.56,105.94,420851,249.3,251.04,247.42,247.66,2348008.0
2019-06-26,210.86,210.86,205.23,205.82,1938231.0,168.28,171.24,168.15,169.01,19971568,460.15,461.47,455.47,460.96,334046.0,266.45,266.8195,264.34,264.41,973633,151.28,151.38,148.92,149.04,4897780,189.54,190.76,187.31,187.6,10716173,134.35,135.74,133.6,133.93,18589050,361.65,366.79,361.6,362.09,3085663,156.61,161.72,156.09,159.25,13319378,56.43,56.845,56.24,56.65,10887575,43.68,43.8,42.5,42.99,32818808,116.19,116.6,115.29,115.53,579857.0,291.75,292.31,290.345,290.47,40049650,70.98,72.0,69.91,69.96,6326499,106.04,107.2,105.71,106.89,495930,248.0,248.08,243.13,243.49,2623566.0
2019-06-27,206.93,208.2,205.55,205.85,1511460.0,170.62,171.98,169.38,170.891,16790617,462.48,467.0856,461.37,464.33,297976.0,264.8,266.48,262.99,265.565,808277,149.89,150.76,148.47,150.67,6338779,189.88,198.88,188.27,189.5,9578567,134.14,134.71,133.51,134.14,13350840,363.2,370.85,363.2,370.02,3854010,162.71,164.0,161.26,163.23,10075642,57.0,57.39,56.76,56.77,10880774,43.02,43.56,43.01,43.42,14323173,116.21,116.53,115.73,115.91,469609.0,291.31,292.06,290.89,291.54,31264190,70.57,71.54,70.05,71.3,4277773,107.45,108.81,106.73,108.52,590391,244.26,248.15,243.16,246.38,2510350.0
2019-06-28,206.08,206.51,203.62,204.33,1993585.0,170.78,170.84,167.96,169.44,14977834,467.69,472.36,465.6094,468.97,335325.0,265.22,266.385,263.36,264.13,1166002,151.11,151.77,149.6,151.53,4664177,191.07,193.2,189.94,192.98,12058722,134.495,134.58,133.1558,133.93,15208650,371.4086,371.5448,364.87,367.67,3511983,165.02,165.22,162.35,164.16,7509864,57.0,57.07,56.36,56.84,11025206,43.44,43.715,42.975,43.33,21216304,116.21,116.83,115.68,116.67,778665.0,292.8,293.55,292.01,293.1,42011235,72.85,73.1476,71.57,72.505,5283368,108.98,110.33,108.74,109.7,1088987,245.27,246.34,238.65,243.94,4447327.0
2019-07-01,205.0,205.5,199.48,202.3,2629719.0,175.865,177.95,174.36,175.06,23527827,474.88,477.14,468.96,472.84,398768.0,266.43,267.0,261.84,263.53,1703823,154.57,154.74,151.8503,154.01,5662224,195.21,195.28,191.93,193.0,12916924,136.63,136.7,134.97,135.69,18770923,373.21,376.66,372.0,374.6,4547169,172.57,173.95,164.66,166.2,16485402,57.15,58.09,57.03,58.01,18175750,43.51,43.88,43.335,43.77,13954039,117.66,118.68,117.11,118.63,589202.0,296.68,296.92,294.33,295.61,57465080,73.9,74.2,72.72,73.22,7149895,111.46,111.46,108.15,109.0,1045078,245.95,246.17,240.72,242.65,3043290.0
2019-07-02,202.92,206.23,202.68,205.67,2772176.0,175.13,175.55,174.25,175.45,12844024,472.97,473.1,467.67,469.82,293298.0,263.92,265.57,261.67,265.56,1036732,154.29,154.36,152.58,154.12,4352992,193.0,195.0,192.71,195.0,8237009,136.12,136.59,135.34,136.57,12885055,374.89,376.0,370.31,375.69,3351491,165.5,166.3493,161.7,162.2201,9169962,57.88,58.56,57.77,58.48,14073426,43.68,44.22,43.66,44.22,12223717,118.88,118.88,117.28,118.09,600162.0,295.61,296.49,291.21,296.46,52076552,72.98,73.97,72.65,73.97,5057092,109.04,109.26,107.9625,108.6,608016,242.59,243.99,239.535,243.97,2936628.0
2019-07-03,206.41,211.89,206.4,210.12,1221916.0,175.69,175.85,173.85,174.68,7510210,471.36,477.08,471.2043,475.32,287607.0,265.14,269.16,265.14,269.14,815782,154.54,155.75,154.16,155.73,3106378,194.16,197.4,194.16,197.17,8944096,136.79,137.74,136.295,137.45,10872526,376.69,381.99,375.84,381.915,3514684,163.17,163.4,160.3415,162.76,5730072,58.45,58.9535,58.38,58.87,8121465,44.37,44.5613,43.98,44.4,7844924,117.81,119.1,117.81,119.05,337918.0,297.18,298.82,297.02,298.76,28494654,74.0,74.32,73.35,74.2638,2695082,109.08,110.25,108.69,109.72,404865,244.32,247.52,244.04,245.08,2023105.0
2019-07-05,209.0,210.27,206.21,209.05,1210513.0,173.75,173.82,172.82,173.29,10721925,475.3,478.76,472.21,478.68,311747.0,268.2,268.61,266.27,268.29,871305,153.95,154.805,152.57,154.61,3572534,196.18,197.07,194.17,196.49,9933861,135.94,137.33,135.72,137.07,14788455,378.29,381.4,375.555,380.55,3550068,160.4,160.58,157.68,160.33,9248287,58.53,59.52,58.34,59.28,12348659,44.31,44.345,43.78,43.925,13745483,118.12,118.21,117.05,117.97,471194.0,297.44,298.64,296.01,298.36,38871871,73.75,74.36,73.2,74.32,3324184,109.88,110.45,108.78,110.43,510597,244.39,248.76,244.06,247.09,1939463.0
2019-07-08,208.89,210.4,208.31,208.99,894907.0,170.09,170.28,168.35,168.47,14018730,474.06,477.2102,471.95,472.54,332714.0,268.33,269.69,267.35,269.485,848386,153.52,153.69,152.044,152.81,3937622,195.19,196.68,193.64,195.77,8506461,136.4,137.1,135.3701,136.97,13660084,378.13,378.25,375.36,376.0413,2744441,157.83,158.59,156.0,157.26,7704626,59.19,59.67,59.01,59.53,13700790,43.8,43.87,42.98,43.3,18285790,117.5,117.91,115.28,116.36,1081042.0,297.01,298.2579,296.22,296.86,34973243,73.8,74.0,73.06,73.41,3645351,109.78,110.38,108.71,108.94,588270,246.41,247.98,244.88,247.85,1529934.0
2019-07-09,209.47,211.64,208.81,211.28,1254928.0,167.085,168.98,166.5,168.79,13229262,470.26,476.24,468.1801,473.96,375654.0,269.36,270.78,268.49,269.97,1169483,152.08,154.19,151.68,153.91,4236667,194.97,199.46,194.89,199.19,12634658,136.0,136.97,135.8,136.435,15894256,379.06,384.76,377.5,379.81,6510059,155.51,158.44,155.0,157.32,8153060,59.2,59.63,59.01,59.59,10937725,43.42,43.8,43.3,43.37,10781055,116.03,116.28,115.3,115.94,950182.0,295.54,297.52,295.48,297.26,32627832,74.03,78.39,73.96,78.03,20228108,108.55,109.87,108.44,109.81,954469,244.63,246.08,243.69,246.0,2414345.0
2019-07-10,211.88,212.43,210.04,211.52,1397822.0,171.24,171.37,166.86,166.95,14937121,473.82,476.65,472.37,475.55,371564.0,270.05,271.53,269.34,271.41,1016966,154.57,156.4,154.57,156.24,4385874,199.99,202.96,199.67,202.71,18455644,137.13,138.58,137.02,137.86,18541986,382.77,384.3399,362.68,380.99,5435147,159.06,162.3689,158.5,160.06,10343651,59.94,60.5,59.75,60.15,14048563,43.65,44.105,43.435,44.055,11822885,116.5,116.91,115.17,115.41,529249.0,298.37,299.66,297.78,298.61,46049889,77.91,78.7,77.4,78.38,9326131,109.96,110.97,109.18,109.45,833251,246.82,249.11,245.48,247.32,2181913.0
2019-07-11,211.64,211.64,208.09,209.24,1200995.0,167.56,168.424,165.0,166.55,13661176,477.0,480.705,474.41,480.07,291942.0,272.33,276.77,271.813,276.46,1851329,156.82,159.3,156.62,158.88,6524677,203.26,203.8,200.21,201.23,12479954,138.2,139.22,137.87,138.4,19376896,381.1,384.54,378.8,379.42,4017198,163.0,167.92,161.5,166.28,16098912,60.18,60.21,59.4,59.98,9123677,43.32,43.56,42.38,42.98,28237086,115.43,116.03,114.57,116.0,598604.0,299.32,299.58,298.2,299.3,43283434,78.45,79.96,78.43,79.445,7417456,110.06,110.06,107.74,109.31,982680,255.8,261.69,249.05,261.19,9351166.0
2019-07-12,209.52,209.52,207.42,208.98,896367.0,168.0,170.2,167.75,169.09,15731971,478.18,482.825,476.58,482.45,350331.0,276.5,280.0,276.08,279.45,1622229,159.4,159.6,157.4,158.08,3482645,199.68,205.3,199.465,204.9,13111381,138.85,139.13,138.0099,138.89,14813882,378.68,379.7375,372.7917,373.24,6156766,167.4,170.47,167.4,167.6,11618869,60.09,60.09,59.3,59.81,8342562,42.91,42.99,42.01,42.4,27349051,116.28,117.85,116.27,117.03,954502.0,299.87,300.73,299.51,300.68,32819449,80.05,82.66,79.85,82.33,12565511,109.87,110.71,109.08,110.61,662162,261.63,266.52,261.63,265.86,4786030.0
2019-07-15,210.33,211.35,208.98,210.7,1115608.0,171.5,173.75,170.42,173.5,19791832,482.87,483.0,479.22,481.7,334992.0,279.94,280.7,278.9,280.58,1338144,158.76,159.84,157.48,159.65,2877570,204.25,205.33,201.82,203.93,14535697,139.59,139.59,138.46,138.94,13238147,372.94,373.68,362.3,366.62,7476719,168.46,169.1058,166.13,167.31,6702428,59.85,59.85,59.25,59.515,8594779,42.27,42.77,42.24,42.76,15896043,117.15,118.06,116.78,117.7,881235.0,301.13,301.13,300.19,300.76,26620249,82.48,82.51,81.2,82.1019,5486179,110.62,110.86,110.08,110.37,707784,265.06,267.65,264.25,265.96,2142525.0
2019-07-16,211.18,211.59,209.02,209.3,1064812.0,174.2,175.52,173.46,174.1764,17494088,482.48,483.49,476.88,477.17,335010.0,281.0,281.37,279.7765,280.66,1220712,159.96,161.61,156.8,157.09,6461710,203.89,205.4707,203.1,203.84,11166309,138.96,139.05,136.52,137.08,19654715,370.09,371.34,364.92,365.98,5556296,166.67,168.17,164.8425,167.07,8110870,59.17,59.48,58.59,58.63,7931086,42.79,42.965,42.48,42.855,13795354,117.93,118.515,117.395,117.83,1404185.0,300.65,300.88,299.44,299.74,35091780,81.8,81.8,80.31,80.57,5424193,110.87,111.45,110.29,110.37,511084,265.33,267.14,263.19,264.63,2653214.0
2019-07-17,210.07,211.54,207.82,208.74,1099080.0,172.75,176.22,172.49,174.75,14034771,475.0,476.6,468.16,470.99,409213.0,281.05,282.85,280.22,281.51,1468063,157.68,159.92,157.66,158.24,3738710,204.18,204.36,201.59,201.82,10611530,137.7,137.93,136.22,136.22,16462100,366.25,366.5,361.75,362.65,7889259,167.15,169.99,165.974,169.69,7984114,58.8,58.95,57.99,58.0,7482059,43.09,43.19,42.73,42.74,12252210,117.99,117.99,116.06,116.6,1186211.0,298.935,299.13,297.76,297.77,16886404,80.21,82.17,80.19,80.86,5864913,110.61,110.61,108.79,108.88,637310,264.0,268.69,263.5,266.67,3445184.0
