,ACN,,PPG,,AMT,,NEE
Date,Close,Date,Close,Date,Close,Date,Close
9/2/2016 16:00,115.66,9/2/2016 16:00,107.04,9/2/2016 16:00,115.09,9/2/2016 16:00,123.13
9/6/2016 16:00,115.36,9/6/2016 16:00,107.62,9/6/2016 16:00,117.15,9/6/2016 16:00,125.29
9/7/2016 16:00,115.12,9/7/2016 16:00,106.73,9/7/2016 16:00,116.83,9/7/2016 16:00,125.06
9/8/2016 16:00,112.3,9/8/2016 16:00,105.3,9/8/2016 16:00,116.25,9/8/2016 16:00,125.38
9/9/2016 16:00,110.39,9/9/2016 16:00,100.86,9/9/2016 16:00,110.19,9/9/2016 16:00,120.86
9/12/2016 16:00,112.76,9/12/2016 16:00,102.76,9/12/2016 16:00,111.27,9/12/2016 16:00,123.29
9/13/2016 16:00,110.53,9/13/2016 16:00,101.16,9/13/2016 16:00,108.11,9/13/2016 16:00,121.54
9/14/2016 16:00,109.8,9/14/2016 16:00,100.68,9/14/2016 16:00,108.37,9/14/2016 16:00,122.1
9/15/2016 16:00,110.72,9/15/2016 16:00,101.24,9/15/2016 16:00,109.08,9/15/2016 16:00,122.73
9/16/2016 16:00,109.88,9/16/2016 16:00,100.21,9/16/2016 16:00,108,9/16/2016 16:00,123.32
9/19/2016 16:00,110.5,9/19/2016 16:00,101.08,9/19/2016 16:00,109.2,9/19/2016 16:00,124.74
9/20/2016 16:00,110.7,9/20/2016 16:00,101.26,9/20/2016 16:00,108.65,9/20/2016 16:00,125.07
9/21/2016 16:00,111.7,9/21/2016 16:00,102.46,9/21/2016 16:00,110.1,9/21/2016 16:00,127.84
9/22/2016 16:00,113.66,9/22/2016 16:00,103.14,9/22/2016 16:00,112.28,9/22/2016 16:00,128.03
9/23/2016 16:00,113.09,9/23/2016 16:00,103.27,9/23/2016 16:00,112.99,9/23/2016 16:00,126.75
9/26/2016 16:00,113.73,9/26/2016 16:00,102.14,9/26/2016 16:00,112.69,9/26/2016 16:00,126.23
9/27/2016 16:00,116.13,9/27/2016 16:00,102.45,9/27/2016 16:00,112.58,9/27/2016 16:00,126.79
9/28/2016 16:00,116.65,9/28/2016 16:00,103.57,9/28/2016 16:00,112.63,9/28/2016 16:00,126.48
9/29/2016 16:00,121.64,9/29/2016 16:00,102.06,9/29/2016 16:00,113.48,9/29/2016 16:00,123.7
9/30/2016 16:00,122.17,9/30/2016 16:00,103.36,9/30/2016 16:00,113.33,9/30/2016 16:00,122.32
10/3/2016 16:00,120.86,10/3/2016 16:00,103.44,10/3/2016 16:00,112.25,10/3/2016 16:00,121.13
10/4/2016 16:00,118.24,10/4/2016 16:00,102.05,10/4/2016 16:00,110.61,10/4/2016 16:00,118.9
10/5/2016 16:00,118.21,10/5/2016 16:00,101.58,10/5/2016 16:00,107.44,10/5/2016 16:00,118.54
10/6/2016 16:00,118.52,10/6/2016 16:00,102.19,10/6/2016 16:00,108.51,10/6/2016 16:00,118.03
10/7/2016 16:00,116,10/7/2016 16:00,93.73,10/7/2016 16:00,108.51,10/7/2016 16:00,121.74
10/10/2016 16:00,117.46,10/10/2016 16:00,93.85,10/10/2016 16:00,109.43,10/10/2016 16:00,122.78
10/11/2016 16:00,116.97,10/11/2016 16:00,92.3,10/11/2016 16:00,108.94,10/11/2016 16:00,121.15
10/12/2016 16:00,117.62,10/12/2016 16:00,91.94,10/12/2016 16:00,111.54,10/12/2016 16:00,122.98
10/13/2016 16:00,118.11,10/13/2016 16:00,92.12,10/13/2016 16:00,112.7,10/13/2016 16:00,124.63
10/14/2016 16:00,118.25,10/14/2016 16:00,92.6,10/14/2016 16:00,113.35,10/14/2016 16:00,124.03
10/17/2016 16:00,116.85,10/17/2016 16:00,92.66,10/17/2016 16:00,113.34,10/17/2016 16:00,124.06
10/18/2016 16:00,117.53,10/18/2016 16:00,92.81,10/18/2016 16:00,114.15,10/18/2016 16:00,125.11
10/19/2016 16:00,116.82,10/19/2016 16:00,92.56,10/19/2016 16:00,115.32,10/19/2016 16:00,124.58
10/20/2016 16:00,116.05,10/20/2016 16:00,92.66,10/20/2016 16:00,114.83,10/20/2016 16:00,124.13
10/21/2016 16:00,115.59,10/21/2016 16:00,92.38,10/21/2016 16:00,115.71,10/21/2016 16:00,123.71
10/24/2016 16:00,115.8,10/24/2016 16:00,93.24,10/24/2016 16:00,116.75,10/24/2016 16:00,124.38
10/25/2016 16:00,115.27,10/25/2016 16:00,91.22,10/25/2016 16:00,116.75,10/25/2016 16:00,125.52
10/26/2016 16:00,115.45,10/26/2016 16:00,92.52,10/26/2016 16:00,115.67,10/26/2016 16:00,126.2
10/27/2016 16:00,115.46,10/27/2016 16:00,93.35,10/27/2016 16:00,115.4,10/27/2016 16:00,125.12
10/28/2016 16:00,115.67,10/28/2016 16:00,92.87,10/28/2016 16:00,116.13,10/28/2016 16:00,125.73
10/31/2016 16:00,116.24,10/31/2016 16:00,93.13,10/31/2016 16:00,117.19,10/31/2016 16:00,128
11/1/2016 16:00,116.14,11/1/2016 16:00,92.74,11/1/2016 16:00,115.15,11/1/2016 16:00,125.89
11/2/2016 16:00,118.61,11/2/2016 16:00,92.38,11/2/2016 16:00,112.91,11/2/2016 16:00,123.68
11/3/2016 16:00,116.95,11/3/2016 16:00,91.75,11/3/2016 16:00,113.27,11/3/2016 16:00,123.84
11/4/2016 16:00,117.23,11/4/2016 16:00,92.81,11/4/2016 16:00,112.98,11/4/2016 16:00,123.18
11/7/2016 16:00,119.97,11/7/2016 16:00,94.35,11/7/2016 16:00,115.19,11/7/2016 16:00,124.66
11/8/2016 16:00,119.81,11/8/2016 16:00,94.74,11/8/2016 16:00,115.93,11/8/2016 16:00,125.17
11/9/2016 16:00,117.21,11/9/2016 16:00,95.29,11/9/2016 16:00,109.22,11/9/2016 16:00,117.49
11/10/2016 16:00,120.33,11/10/2016 16:00,96.87,11/10/2016 16:00,105.71,11/10/2016 16:00,115.06
11/11/2016 16:00,119.18,11/11/2016 16:00,95.77,11/11/2016 16:00,105.71,11/11/2016 16:00,113.54
11/14/2016 16:00,117.25,11/14/2016 16:00,96.05,11/14/2016 16:00,102.57,11/14/2016 16:00,114.44
11/15/2016 16:00,115.99,11/15/2016 16:00,96.23,11/15/2016 16:00,103.49,11/15/2016 16:00,115.03
11/16/2016 16:00,117.32,11/16/2016 16:00,96.36,11/16/2016 16:00,105.43,11/16/2016 16:00,114.29
11/17/2016 16:00,118.37,11/17/2016 16:00,96.61,11/17/2016 16:00,105.54,11/17/2016 16:00,114.78
11/18/2016 16:00,118.43,11/18/2016 16:00,95.19,11/18/2016 16:00,105.09,11/18/2016 16:00,114.09
11/21/2016 16:00,119.68,11/21/2016 16:00,96.19,11/21/2016 16:00,105.91,11/21/2016 16:00,114.35
11/22/2016 16:00,119.48,11/22/2016 16:00,96.62,11/22/2016 16:00,107.98,11/22/2016 16:00,113.83
11/23/2016 16:00,119.82,11/23/2016 16:00,97.59,11/23/2016 16:00,106.78,11/23/2016 16:00,113.42
11/25/2016 16:00,120.74,11/25/2016 16:00,98.13,11/25/2016 16:00,107.3,11/25/2016 16:00,114.76
11/28/2016 16:00,120.76,11/28/2016 16:00,97.35,11/28/2016 16:00,106.11,11/28/2016 16:00,116.3
11/29/2016 16:00,120.94,11/29/2016 16:00,98,11/29/2016 16:00,106.05,11/29/2016 16:00,117.27
11/30/2016 16:00,119.43,11/30/2016 16:00,95.93,11/30/2016 16:00,102.27,11/30/2016 16:00,114.23
12/1/2016 16:00,117.66,12/1/2016 16:00,95.24,12/1/2016 16:00,100.98,12/1/2016 16:00,112.95
12/2/2016 16:00,117.29,12/2/2016 16:00,94.58,12/2/2016 16:00,102.57,12/2/2016 16:00,114.41
12/5/2016 16:00,117.72,12/5/2016 16:00,95.99,12/5/2016 16:00,102.04,12/5/2016 16:00,115
12/6/2016 16:00,118.41,12/6/2016 16:00,96.22,12/6/2016 16:00,100.85,12/6/2016 16:00,114.75
12/7/2016 16:00,121.57,12/7/2016 16:00,98.18,12/7/2016 16:00,102.2,12/7/2016 16:00,117.68
12/8/2016 16:00,121.74,12/8/2016 16:00,99.41,12/8/2016 16:00,102.39,12/8/2016 16:00,116.87
12/9/2016 16:00,123.31,12/9/2016 16:00,99.3,12/9/2016 16:00,102.91,12/9/2016 16:00,116.49
12/12/2016 16:00,123.61,12/12/2016 16:00,98.65,12/12/2016 16:00,103.89,12/12/2016 16:00,117.45
12/13/2016 16:00,125.4,12/13/2016 16:00,97.05,12/13/2016 16:00,106.13,12/13/2016 16:00,119.02
12/14/2016 16:00,123.65,12/14/2016 16:00,96.17,12/14/2016 16:00,106.5,12/14/2016 16:00,116.03
12/15/2016 16:00,124.55,12/15/2016 16:00,96.1,12/15/2016 16:00,106.06,12/15/2016 16:00,117.03
12/16/2016 16:00,123,12/16/2016 16:00,95.92,12/16/2016 16:00,105.8,12/16/2016 16:00,118.9
12/19/2016 16:00,123.65,12/19/2016 16:00,96.22,12/19/2016 16:00,106.95,12/19/2016 16:00,119.22
12/20/2016 16:00,124.1,12/20/2016 16:00,95.64,12/20/2016 16:00,106.98,12/20/2016 16:00,119.3
12/21/2016 16:00,117.9,12/21/2016 16:00,95.87,12/21/2016 16:00,106.6,12/21/2016 16:00,118.6
12/22/2016 16:00,117.79,12/22/2016 16:00,95,12/22/2016 16:00,106.6,12/22/2016 16:00,118.9
12/23/2016 16:00,117.48,12/23/2016 16:00,94.69,12/23/2016 16:00,106.03,12/23/2016 16:00,119.23
12/27/2016 16:00,117.55,12/27/2016 16:00,95.85,12/27/2016 16:00,106.29,12/27/2016 16:00,119.25
12/28/2016 16:00,116.61,12/28/2016 16:00,94.67,12/28/2016 16:00,105.84,12/28/2016 16:00,118.65
12/29/2016 16:00,117.01,12/29/2016 16:00,95.31,12/29/2016 16:00,106.39,12/29/2016 16:00,120.18
12/30/2016 16:00,117.13,12/30/2016 16:00,94.76,12/30/2016 16:00,105.68,12/30/2016 16:00,119.46
1/3/2017 16:00,116.46,1/3/2017 16:00,95.25,1/3/2017 16:00,106.15,1/3/2017 16:00,118.72
1/4/2017 16:00,116.74,1/4/2017 16:00,97.27,1/4/2017 16:00,106.34,1/4/2017 16:00,119.07
1/5/2017 16:00,114.99,1/5/2017 16:00,95.62,1/5/2017 16:00,105.97,1/5/2017 16:00,119
1/6/2017 16:00,116.3,1/6/2017 16:00,95.59,1/6/2017 16:00,105.27,1/6/2017 16:00,118.65
1/9/2017 16:00,115,1/9/2017 16:00,96.35,1/9/2017 16:00,105.02,1/9/2017 16:00,118.35
1/10/2017 16:00,115.06,1/10/2017 16:00,96.39,1/10/2017 16:00,103.5,1/10/2017 16:00,118.58
1/11/2017 16:00,116.12,1/11/2017 16:00,96.63,1/11/2017 16:00,103.83,1/11/2017 16:00,119.41
1/12/2017 16:00,115.78,1/12/2017 16:00,96.87,1/12/2017 16:00,104.2,1/12/2017 16:00,119.5
1/13/2017 16:00,116.95,1/13/2017 16:00,96.32,1/13/2017 16:00,103.45,1/13/2017 16:00,119.05
1/17/2017 16:00,116.03,1/17/2017 16:00,95.97,1/17/2017 16:00,105.17,1/17/2017 16:00,120.22
1/18/2017 16:00,115.95,1/18/2017 16:00,96.69,1/18/2017 16:00,105.67,1/18/2017 16:00,120.03
1/19/2017 16:00,115.5,1/19/2017 16:00,97.5,1/19/2017 16:00,104.44,1/19/2017 16:00,119.28
1/20/2017 16:00,115.07,1/20/2017 16:00,99,1/20/2017 16:00,104.2,1/20/2017 16:00,119.26
1/23/2017 16:00,114.82,1/23/2017 16:00,100.24,1/23/2017 16:00,104.78,1/23/2017 16:00,118.78
1/24/2017 16:00,116.48,1/24/2017 16:00,101.8,1/24/2017 16:00,104.57,1/24/2017 16:00,118.81
1/25/2017 16:00,117.57,1/25/2017 16:00,101.08,1/25/2017 16:00,103.92,1/25/2017 16:00,119.02
1/26/2017 16:00,115.93,1/26/2017 16:00,101.85,1/26/2017 16:00,104.3,1/26/2017 16:00,118.75
1/27/2017 16:00,115.35,1/27/2017 16:00,102.02,1/27/2017 16:00,103.82,1/27/2017 16:00,121.37
1/30/2017 16:00,114.63,1/30/2017 16:00,102.03,1/30/2017 16:00,103.01,1/30/2017 16:00,122.45
1/31/2017 16:00,113.87,1/31/2017 16:00,100.01,1/31/2017 16:00,103.5,1/31/2017 16:00,123.72
2/1/2017 16:00,113.21,2/1/2017 16:00,100.56,2/1/2017 16:00,103.28,2/1/2017 16:00,122.62
2/2/2017 16:00,113.64,2/2/2017 16:00,100.58,2/2/2017 16:00,104.11,2/2/2017 16:00,123.46
2/3/2017 16:00,114.49,2/3/2017 16:00,100.94,2/3/2017 16:00,105.25,2/3/2017 16:00,124.21
2/6/2017 16:00,114.18,2/6/2017 16:00,99.92,2/6/2017 16:00,103.64,2/6/2017 16:00,123.86
2/7/2017 16:00,115.92,2/7/2017 16:00,100.01,2/7/2017 16:00,103.47,2/7/2017 16:00,124.33
2/8/2017 16:00,115.43,2/8/2017 16:00,100.1,2/8/2017 16:00,104.3,2/8/2017 16:00,126.3
2/9/2017 16:00,116.98,2/9/2017 16:00,100.13,2/9/2017 16:00,105.78,2/9/2017 16:00,124.65
2/10/2017 16:00,117.6,2/10/2017 16:00,100.54,2/10/2017 16:00,105.49,2/10/2017 16:00,125.47
2/13/2017 16:00,118.59,2/13/2017 16:00,100.81,2/13/2017 16:00,107.55,2/13/2017 16:00,126
2/14/2017 16:00,120,2/14/2017 16:00,101.57,2/14/2017 16:00,106.78,2/14/2017 16:00,126
2/15/2017 16:00,119.93,2/15/2017 16:00,101.5,2/15/2017 16:00,107.11,2/15/2017 16:00,125.29
2/16/2017 16:00,120.72,2/16/2017 16:00,101.77,2/16/2017 16:00,107.71,2/16/2017 16:00,126.19
2/17/2017 16:00,121.23,2/17/2017 16:00,102.37,2/17/2017 16:00,108.11,2/17/2017 16:00,126.86
2/21/2017 16:00,122.1,2/21/2017 16:00,103,2/21/2017 16:00,111.18,2/21/2017 16:00,128.26
2/22/2017 16:00,122.21,2/22/2017 16:00,102.81,2/22/2017 16:00,111.02,2/22/2017 16:00,128.44
2/23/2017 16:00,122.48,2/23/2017 16:00,102.6,2/23/2017 16:00,112.2,2/23/2017 16:00,129.17
2/24/2017 16:00,123.43,2/24/2017 16:00,103.31,2/24/2017 16:00,112.89,2/24/2017 16:00,130.96
2/27/2017 16:00,122.79,2/27/2017 16:00,102.45,2/27/2017 16:00,113.34,2/27/2017 16:00,129.87
2/28/2017 16:00,122.5,2/28/2017 16:00,102.43,2/28/2017 16:00,114.79,2/28/2017 16:00,131
3/1/2017 16:00,124.07,3/1/2017 16:00,103.29,3/1/2017 16:00,113.84,3/1/2017 16:00,129.41
3/2/2017 16:00,124.35,3/2/2017 16:00,102.38,3/2/2017 16:00,114.81,3/2/2017 16:00,130.94
3/3/2017 16:00,123.64,3/3/2017 16:00,102.06,3/3/2017 16:00,115.67,3/3/2017 16:00,130.8
3/6/2017 16:00,123.24,3/6/2017 16:00,101.2,3/6/2017 16:00,114.71,3/6/2017 16:00,130.64
3/7/2017 16:00,124.14,3/7/2017 16:00,100.78,3/7/2017 16:00,114.7,3/7/2017 16:00,130.65
3/8/2017 16:00,124.46,3/8/2017 16:00,106.83,3/8/2017 16:00,113.24,3/8/2017 16:00,129.44
3/9/2017 16:00,123.18,3/9/2017 16:00,102.93,3/9/2017 16:00,113,3/9/2017 16:00,128.75
3/10/2017 16:00,123.93,3/10/2017 16:00,102.09,3/10/2017 16:00,113.58,3/10/2017 16:00,130.06
3/13/2017 16:00,124.04,3/13/2017 16:00,102.68,3/13/2017 16:00,114.26,3/13/2017 16:00,130.46
3/14/2017 16:00,123.91,3/14/2017 16:00,101.73,3/14/2017 16:00,114.02,3/14/2017 16:00,130.57
3/15/2017 16:00,124.8,3/15/2017 16:00,104.04,3/15/2017 16:00,115.28,3/15/2017 16:00,131.9
3/16/2017 16:00,124.1,3/16/2017 16:00,103.62,3/16/2017 16:00,115.09,3/16/2017 16:00,129.9
3/17/2017 16:00,125.22,3/17/2017 16:00,104.49,3/17/2017 16:00,116.01,3/17/2017 16:00,130.23
3/20/2017 16:00,124.39,3/20/2017 16:00,105.57,3/20/2017 16:00,115.98,3/20/2017 16:00,129.89
3/21/2017 16:00,124.64,3/21/2017 16:00,104.48,3/21/2017 16:00,116.74,3/21/2017 16:00,131.85
3/22/2017 16:00,126.48,3/22/2017 16:00,104.25,3/22/2017 16:00,118.31,3/22/2017 16:00,132.41
3/23/2017 16:00,120.76,3/23/2017 16:00,104.62,3/23/2017 16:00,118.95,3/23/2017 16:00,132.09
3/24/2017 16:00,118.98,3/24/2017 16:00,103.79,3/24/2017 16:00,119.32,3/24/2017 16:00,132.8
3/27/2017 16:00,119.39,3/27/2017 16:00,103.82,3/27/2017 16:00,120.01,3/27/2017 16:00,131.1
3/28/2017 16:00,121.35,3/28/2017 16:00,104.97,3/28/2017 16:00,120.39,3/28/2017 16:00,131.26
3/29/2017 16:00,120.98,3/29/2017 16:00,105.77,3/29/2017 16:00,121.04,3/29/2017 16:00,130.55
3/30/2017 16:00,120.52,3/30/2017 16:00,105.23,3/30/2017 16:00,120.91,3/30/2017 16:00,128.13
3/31/2017 16:00,119.88,3/31/2017 16:00,105.08,3/31/2017 16:00,121.54,3/31/2017 16:00,128.37
4/3/2017 16:00,117.64,4/3/2017 16:00,105.08,4/3/2017 16:00,121.15,4/3/2017 16:00,128.72
4/4/2017 16:00,118.04,4/4/2017 16:00,104.77,4/4/2017 16:00,120.74,4/4/2017 16:00,129.54
4/5/2017 16:00,117.64,4/5/2017 16:00,105,4/5/2017 16:00,120.64,4/5/2017 16:00,130.64
4/6/2017 16:00,116.81,4/6/2017 16:00,105.27,4/6/2017 16:00,121.95,4/6/2017 16:00,129.76
4/7/2017 16:00,117.44,4/7/2017 16:00,106.05,4/7/2017 16:00,122.12,4/7/2017 16:00,128.93
4/10/2017 16:00,117.84,4/10/2017 16:00,105.79,4/10/2017 16:00,122.48,4/10/2017 16:00,129.43
4/11/2017 16:00,116.08,4/11/2017 16:00,106.06,4/11/2017 16:00,122.76,4/11/2017 16:00,129.32
4/12/2017 16:00,115.58,4/12/2017 16:00,105.06,4/12/2017 16:00,122.37,4/12/2017 16:00,130.51
4/13/2017 16:00,114.86,4/13/2017 16:00,104.42,4/13/2017 16:00,122.6,4/13/2017 16:00,130.77
4/17/2017 16:00,115.72,4/17/2017 16:00,105.39,4/17/2017 16:00,124.25,4/17/2017 16:00,130.91
4/18/2017 16:00,116.24,4/18/2017 16:00,104.74,4/18/2017 16:00,124.86,4/18/2017 16:00,131.94
4/19/2017 16:00,116.95,4/19/2017 16:00,105,4/19/2017 16:00,124.67,4/19/2017 16:00,131.5
4/20/2017 16:00,119.21,4/20/2017 16:00,106.37,4/20/2017 16:00,124.3,4/20/2017 16:00,130.87
4/21/2017 16:00,119.23,4/21/2017 16:00,105.94,4/21/2017 16:00,124.43,4/21/2017 16:00,133.02
4/24/2017 16:00,119.36,4/24/2017 16:00,108.01,4/24/2017 16:00,123.85,4/24/2017 16:00,132.75
4/25/2017 16:00,118.69,4/25/2017 16:00,110.82,4/25/2017 16:00,123.94,4/25/2017 16:00,132.92
4/26/2017 16:00,118.98,4/26/2017 16:00,110.48,4/26/2017 16:00,122.81,4/26/2017 16:00,132.83
4/27/2017 16:00,120.49,4/27/2017 16:00,111.29,4/27/2017 16:00,125.77,4/27/2017 16:00,133.52
4/28/2017 16:00,121.3,4/28/2017 16:00,109.84,4/28/2017 16:00,125.94,4/28/2017 16:00,133.56
5/1/2017 16:00,121.25,5/1/2017 16:00,109.46,5/1/2017 16:00,127.51,5/1/2017 16:00,133.04
5/2/2017 16:00,120.68,5/2/2017 16:00,109.47,5/2/2017 16:00,127.91,5/2/2017 16:00,134.02
5/3/2017 16:00,120.3,5/3/2017 16:00,109.2,5/3/2017 16:00,126.79,5/3/2017 16:00,133.36
5/4/2017 16:00,120.82,5/4/2017 16:00,109.89,5/4/2017 16:00,127.39,5/4/2017 16:00,134.34
5/5/2017 16:00,121.52,5/5/2017 16:00,110.56,5/5/2017 16:00,128.69,5/5/2017 16:00,134.33
5/8/2017 16:00,121.11,5/8/2017 16:00,108.43,5/8/2017 16:00,128.87,5/8/2017 16:00,134.95
5/9/2017 16:00,121.07,5/9/2017 16:00,107.85,5/9/2017 16:00,128.09,5/9/2017 16:00,133.77
5/10/2017 16:00,121.2,5/10/2017 16:00,107.85,5/10/2017 16:00,127.1,5/10/2017 16:00,134.17
5/11/2017 16:00,120.8,5/11/2017 16:00,107.46,5/11/2017 16:00,126.28,5/11/2017 16:00,134.64
5/12/2017 16:00,120.96,5/12/2017 16:00,107.12,5/12/2017 16:00,126.12,5/12/2017 16:00,135.55
5/15/2017 16:00,122.25,5/15/2017 16:00,107.98,5/15/2017 16:00,127.93,5/15/2017 16:00,136.13
5/16/2017 16:00,123.14,5/16/2017 16:00,107.41,5/16/2017 16:00,128.37,5/16/2017 16:00,135.9
5/17/2017 16:00,120.44,5/17/2017 16:00,105.48,5/17/2017 16:00,130.74,5/17/2017 16:00,136.45
5/18/2017 16:00,120.4,5/18/2017 16:00,105.39,5/18/2017 16:00,127.98,5/18/2017 16:00,136.94
5/19/2017 16:00,120.98,5/19/2017 16:00,106.73,5/19/2017 16:00,128.32,5/19/2017 16:00,137.29
5/22/2017 16:00,122.71,5/22/2017 16:00,106.42,5/22/2017 16:00,128.73,5/22/2017 16:00,138.35
5/23/2017 16:00,122.15,5/23/2017 16:00,106.7,5/23/2017 16:00,128.73,5/23/2017 16:00,138.96
5/24/2017 16:00,121.95,5/24/2017 16:00,106.94,5/24/2017 16:00,129.3,5/24/2017 16:00,140.15
5/25/2017 16:00,123.1,5/25/2017 16:00,106.91,5/25/2017 16:00,131.05,5/25/2017 16:00,140.7
5/26/2017 16:00,122.89,5/26/2017 16:00,107.24,5/26/2017 16:00,131.11,5/26/2017 16:00,140.71
5/30/2017 16:00,123.77,5/30/2017 16:00,106.48,5/30/2017 16:00,132.12,5/30/2017 16:00,140.65
5/31/2017 16:00,124.47,5/31/2017 16:00,106.36,5/31/2017 16:00,131.19,5/31/2017 16:00,141.44
6/1/2017 16:00,125.29,6/1/2017 16:00,109.16,6/1/2017 16:00,131.83,6/1/2017 16:00,141.9
6/2/2017 16:00,125.74,6/2/2017 16:00,110.42,6/2/2017 16:00,132.49,6/2/2017 16:00,142.71
6/5/2017 16:00,126.58,6/5/2017 16:00,108.36,6/5/2017 16:00,131.61,6/5/2017 16:00,141.85
6/6/2017 16:00,126.33,6/6/2017 16:00,108.38,6/6/2017 16:00,131.7,6/6/2017 16:00,141.92
6/7/2017 16:00,126.55,6/7/2017 16:00,107.85,6/7/2017 16:00,131.82,6/7/2017 16:00,142.58
6/8/2017 16:00,126.17,6/8/2017 16:00,107.92,6/8/2017 16:00,130.97,6/8/2017 16:00,141.45
6/9/2017 16:00,125.82,6/9/2017 16:00,109.93,6/9/2017 16:00,130.28,6/9/2017 16:00,140.24
6/12/2017 16:00,126.3,6/12/2017 16:00,110.14,6/12/2017 16:00,129.18,6/12/2017 16:00,139.42
6/13/2017 16:00,127.07,6/13/2017 16:00,111.57,6/13/2017 16:00,130.19,6/13/2017 16:00,139.95
6/14/2017 16:00,127.25,6/14/2017 16:00,111.5,6/14/2017 16:00,130.5,6/14/2017 16:00,141.15
6/15/2017 16:00,127.03,6/15/2017 16:00,111.32,6/15/2017 16:00,130.87,6/15/2017 16:00,141.87
6/16/2017 16:00,127.56,6/16/2017 16:00,111.16,6/16/2017 16:00,131.95,6/16/2017 16:00,142.84
6/19/2017 16:00,127.77,6/19/2017 16:00,111.11,6/19/2017 16:00,132.33,6/19/2017 16:00,142.39
6/20/2017 16:00,126.53,6/20/2017 16:00,110.78,6/20/2017 16:00,131.2,6/20/2017 16:00,141.96
6/21/2017 16:00,127.11,6/21/2017 16:00,110.68,6/21/2017 16:00,130.61,6/21/2017 16:00,141.06
6/22/2017 16:00,122.08,6/22/2017 16:00,110.57,6/22/2017 16:00,130.87,6/22/2017 16:00,141.59
6/23/2017 16:00,122.74,6/23/2017 16:00,110.68,6/23/2017 16:00,131.88,6/23/2017 16:00,143.14
6/26/2017 16:00,122.34,6/26/2017 16:00,110.82,6/26/2017 16:00,132.46,6/26/2017 16:00,144.23
6/27/2017 16:00,122.19,6/27/2017 16:00,110.49,6/27/2017 16:00,135.75,6/27/2017 16:00,142.27
6/28/2017 16:00,123.74,6/28/2017 16:00,111.07,6/28/2017 16:00,134.53,6/28/2017 16:00,141.02
6/29/2017 16:00,122.99,6/29/2017 16:00,109.65,6/29/2017 16:00,132.82,6/29/2017 16:00,139.97
6/30/2017 16:00,123.68,6/30/2017 16:00,109.96,6/30/2017 16:00,132.32,6/30/2017 16:00,140.13
7/3/2017 16:00,123.93,7/3/2017 16:00,110.61,7/3/2017 16:00,131.41,7/3/2017 16:00,139.62
7/5/2017 16:00,124.05,7/5/2017 16:00,110.68,7/5/2017 16:00,132.25,7/5/2017 16:00,138.82
7/6/2017 16:00,122.94,7/6/2017 16:00,110.05,7/6/2017 16:00,131.54,7/6/2017 16:00,139.57
7/7/2017 16:00,124.21,7/7/2017 16:00,111,7/7/2017 16:00,133.14,7/7/2017 16:00,140.48
7/10/2017 16:00,124.06,7/10/2017 16:00,110.98,7/10/2017 16:00,131.21,7/10/2017 16:00,141.03
7/11/2017 16:00,123.85,7/11/2017 16:00,110.97,7/11/2017 16:00,130.93,7/11/2017 16:00,140.75
7/12/2017 16:00,125.47,7/12/2017 16:00,111.84,7/12/2017 16:00,133.88,7/12/2017 16:00,140.78
7/13/2017 16:00,125.73,7/13/2017 16:00,112.4,7/13/2017 16:00,134.14,7/13/2017 16:00,140.58
7/14/2017 16:00,126.7,7/14/2017 16:00,112.8,7/14/2017 16:00,136.04,7/14/2017 16:00,141.66
7/17/2017 16:00,126.42,7/17/2017 16:00,112.96,7/17/2017 16:00,135.4,7/17/2017 16:00,140.97
7/18/2017 16:00,127.37,7/18/2017 16:00,112.95,7/18/2017 16:00,136.18,7/18/2017 16:00,141.49
7/19/2017 16:00,127.78,7/19/2017 16:00,113.6,7/19/2017 16:00,135.42,7/19/2017 16:00,141.8
7/20/2017 16:00,128.54,7/20/2017 16:00,106.72,7/20/2017 16:00,136.24,7/20/2017 16:00,143.48
7/21/2017 16:00,128.85,7/21/2017 16:00,106.37,7/21/2017 16:00,136.9,7/21/2017 16:00,144.37
7/24/2017 16:00,128.01,7/24/2017 16:00,105.39,7/24/2017 16:00,137.07,7/24/2017 16:00,143.15
7/25/2017 16:00,128.95,7/25/2017 16:00,107.11,7/25/2017 16:00,136.62,7/25/2017 16:00,143.11
7/26/2017 16:00,129.51,7/26/2017 16:00,106.75,7/26/2017 16:00,137.87,7/26/2017 16:00,145.49
7/27/2017 16:00,128.16,7/27/2017 16:00,106.15,7/27/2017 16:00,134.86,7/27/2017 16:00,144.65
7/28/2017 16:00,128.4,7/28/2017 16:00,106.03,7/28/2017 16:00,138.34,7/28/2017 16:00,145.12
7/31/2017 16:00,128.82,7/31/2017 16:00,105.25,7/31/2017 16:00,136.33,7/31/2017 16:00,146.09
8/1/2017 16:00,129.86,8/1/2017 16:00,105.11,8/1/2017 16:00,135.97,8/1/2017 16:00,146.57
8/2/2017 16:00,128.62,8/2/2017 16:00,106.21,8/2/2017 16:00,137.97,8/2/2017 16:00,146.74
8/3/2017 16:00,130.02,8/3/2017 16:00,104.67,8/3/2017 16:00,137.15,8/3/2017 16:00,147.54
8/4/2017 16:00,130.2,8/4/2017 16:00,105.01,8/4/2017 16:00,137.57,8/4/2017 16:00,146.75
8/7/2017 16:00,129.68,8/7/2017 16:00,105.14,8/7/2017 16:00,138.07,8/7/2017 16:00,147.09
