,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
1/22/2016 16:00,47.04,6/22/2015 16:00,113.07,1/22/2016 16:00,59.17,1/22/2016 16:00,127.59,1/22/2016 16:00,153.69,1/22/2016 16:00,80.03,1/22/2016 16:00,300.56,1/22/2016 16:00,67.43,1/22/2016 16:00,96.75,1/22/2016 16:00,114.33,1/22/2016 16:00,139.52,1/22/2016 16:00,89.9
1/25/2016 16:00,47.03,6/23/2015 16:00,113.18,1/25/2016 16:00,57.71,1/25/2016 16:00,125.04,1/25/2016 16:00,150.78,1/25/2016 16:00,76.23,1/25/2016 16:00,289.72,1/25/2016 16:00,65.41,1/25/2016 16:00,96.4,1/25/2016 16:00,113.38,1/25/2016 16:00,137.57,1/25/2016 16:00,89.42
1/26/2016 16:00,48.25,6/24/2015 16:00,112.35,1/26/2016 16:00,58.61,1/26/2016 16:00,125.55,1/26/2016 16:00,148.5,1/26/2016 16:00,77.76,1/26/2016 16:00,299.26,1/26/2016 16:00,66.65,1/26/2016 16:00,101.18,1/26/2016 16:00,113.96,1/26/2016 16:00,144.78,1/26/2016 16:00,90.93
1/27/2016 16:00,49.03,6/25/2015 16:00,112.24,1/27/2016 16:00,57.63,1/27/2016 16:00,124.64,1/27/2016 16:00,147.73,1/27/2016 16:00,77.73,1/27/2016 16:00,302.12,1/27/2016 16:00,66.23,1/27/2016 16:00,102.16,1/27/2016 16:00,112.33,1/27/2016 16:00,145.55,1/27/2016 16:00,90.87
1/28/2016 16:00,49.01,6/26/2015 16:00,112.6,1/28/2016 16:00,59.29,1/28/2016 16:00,126.03,1/28/2016 16:00,149.59,1/28/2016 16:00,78.7,1/28/2016 16:00,299.17,1/28/2016 16:00,68.42,1/28/2016 16:00,102.27,1/28/2016 16:00,111.38,1/28/2016 16:00,147.32,1/28/2016 16:00,91
1/29/2016 16:00,49.97,6/29/2015 16:00,110.54,1/29/2016 16:00,60.77,1/29/2016 16:00,129.05,1/29/2016 16:00,151.12,1/29/2016 16:00,80.15,1/29/2016 16:00,314.26,1/29/2016 16:00,70.95,1/29/2016 16:00,104.44,1/29/2016 16:00,115.16,1/29/2016 16:00,151,1/29/2016 16:00,93.2
2/1/2016 16:00,50.76,6/30/2015 16:00,111.13,2/1/2016 16:00,61.4,2/1/2016 16:00,131.81,2/1/2016 16:00,151.25,2/1/2016 16:00,79.48,2/1/2016 16:00,312.25,2/1/2016 16:00,70.16,2/1/2016 16:00,104.37,2/1/2016 16:00,115.89,2/1/2016 16:00,148.73,2/1/2016 16:00,94.08
2/2/2016 16:00,49.91,7/1/2015 16:00,112.07,2/2/2016 16:00,60.7,2/2/2016 16:00,129.09,2/2/2016 16:00,148.5,2/2/2016 16:00,78.5,2/2/2016 16:00,301.21,2/2/2016 16:00,68.05,2/2/2016 16:00,103.41,2/2/2016 16:00,113.88,2/2/2016 16:00,147.87,2/2/2016 16:00,94.69
2/3/2016 16:00,50.62,7/2/2015 16:00,111.49,2/3/2016 16:00,59.53,2/3/2016 16:00,131.09,2/3/2016 16:00,146.7,2/3/2016 16:00,79.1,2/3/2016 16:00,304.06,2/3/2016 16:00,68.64,2/3/2016 16:00,104.14,2/3/2016 16:00,112.75,2/3/2016 16:00,152.52,2/3/2016 16:00,95.33
2/4/2016 16:00,50.43,7/6/2015 16:00,111.32,2/4/2016 16:00,58.29,2/4/2016 16:00,124.71,2/4/2016 16:00,143.28,2/4/2016 16:00,79.88,2/4/2016 16:00,313.7,2/4/2016 16:00,69.78,2/4/2016 16:00,103.9,2/4/2016 16:00,114.2,2/4/2016 16:00,153.44,2/4/2016 16:00,96.25
2/5/2016 16:00,50.97,7/7/2015 16:00,112.4,2/5/2016 16:00,54.49,2/5/2016 16:00,124.38,2/5/2016 16:00,143.99,2/5/2016 16:00,78.33,2/5/2016 16:00,307.75,2/5/2016 16:00,68.64,2/5/2016 16:00,100.54,2/5/2016 16:00,111.72,2/5/2016 16:00,153.47,2/5/2016 16:00,95.37
2/8/2016 16:00,50.74,7/8/2015 16:00,111,2/8/2016 16:00,54.14,2/8/2016 16:00,127.04,2/8/2016 16:00,147.02,2/8/2016 16:00,76.28,2/8/2016 16:00,293.46,2/8/2016 16:00,65.97,2/8/2016 16:00,102,2/8/2016 16:00,110.02,2/8/2016 16:00,153.9,2/8/2016 16:00,97.3
2/9/2016 16:00,50.15,7/9/2015 16:00,111.38,2/9/2016 16:00,54.42,2/9/2016 16:00,128.68,2/9/2016 16:00,147.94,2/9/2016 16:00,75.44,2/9/2016 16:00,294.53,2/9/2016 16:00,66.49,2/9/2016 16:00,101.97,2/9/2016 16:00,111.16,2/9/2016 16:00,154.74,2/9/2016 16:00,97.53
2/10/2016 16:00,49.98,7/10/2015 16:00,113.1,2/10/2016 16:00,55.14,2/10/2016 16:00,127.91,2/10/2016 16:00,148.05,2/10/2016 16:00,75.29,2/10/2016 16:00,298.56,2/10/2016 16:00,66.59,2/10/2016 16:00,101.73,2/10/2016 16:00,112.74,2/10/2016 16:00,152.45,2/10/2016 16:00,96.12
2/11/2016 16:00,49.39,7/13/2015 16:00,114.9,2/11/2016 16:00,54.92,2/11/2016 16:00,126.98,2/11/2016 16:00,146.65,2/11/2016 16:00,72.9,2/11/2016 16:00,294.21,2/11/2016 16:00,65.48,2/11/2016 16:00,101.7,2/11/2016 16:00,110.62,2/11/2016 16:00,150.67,2/11/2016 16:00,95.09
2/12/2016 16:00,50.11,7/14/2015 16:00,115.36,2/12/2016 16:00,55.86,2/12/2016 16:00,127.54,2/12/2016 16:00,148.65,2/12/2016 16:00,75.2,2/12/2016 16:00,306.8,2/12/2016 16:00,67.55,2/12/2016 16:00,101.82,2/12/2016 16:00,111.82,2/12/2016 16:00,153.96,2/12/2016 16:00,97.25
2/16/2016 16:00,50.24,7/15/2015 16:00,115.58,2/16/2016 16:00,56.41,2/16/2016 16:00,128.12,2/16/2016 16:00,149.11,2/16/2016 16:00,78.25,2/16/2016 16:00,314.47,2/16/2016 16:00,68.47,2/16/2016 16:00,102.32,2/16/2016 16:00,115.15,2/16/2016 16:00,155.53,2/16/2016 16:00,98.56
2/17/2016 16:00,50.32,7/16/2015 16:00,114.73,2/17/2016 16:00,57.63,2/17/2016 16:00,129.42,2/17/2016 16:00,150.91,2/17/2016 16:00,80.59,2/17/2016 16:00,319.88,2/17/2016 16:00,70.26,2/17/2016 16:00,102.5,2/17/2016 16:00,118.3,2/17/2016 16:00,156.62,2/17/2016 16:00,98.3
2/18/2016 16:00,50.94,7/17/2015 16:00,114.47,2/18/2016 16:00,56.96,2/18/2016 16:00,127.89,2/18/2016 16:00,148.65,2/18/2016 16:00,79.44,2/18/2016 16:00,315.97,2/18/2016 16:00,69.43,2/18/2016 16:00,104.24,2/18/2016 16:00,117.45,2/18/2016 16:00,156.78,2/18/2016 16:00,97.46
2/19/2016 16:00,50.86,7/20/2015 16:00,113.41,2/19/2016 16:00,57.67,2/19/2016 16:00,128.63,2/19/2016 16:00,148.7,2/19/2016 16:00,80.09,2/19/2016 16:00,314.29,2/19/2016 16:00,68.86,2/19/2016 16:00,104.16,2/19/2016 16:00,117.68,2/19/2016 16:00,156.45,2/19/2016 16:00,97.37
2/22/2016 16:00,51.07,7/21/2015 16:00,113.86,2/22/2016 16:00,58.87,2/22/2016 16:00,128.31,2/22/2016 16:00,150.06,2/22/2016 16:00,80.87,2/22/2016 16:00,316.45,2/22/2016 16:00,69.89,2/22/2016 16:00,104.75,2/22/2016 16:00,121.27,2/22/2016 16:00,157.7,2/22/2016 16:00,98.02
2/23/2016 16:00,50.63,7/22/2015 16:00,114.9,2/23/2016 16:00,58.46,2/23/2016 16:00,128.85,2/23/2016 16:00,150.36,2/23/2016 16:00,78.56,2/23/2016 16:00,309.86,2/23/2016 16:00,68.6,2/23/2016 16:00,104.08,2/23/2016 16:00,121.15,2/23/2016 16:00,156.17,2/23/2016 16:00,96.97
2/24/2016 16:00,50.82,7/23/2015 16:00,114.59,2/24/2016 16:00,58.11,2/24/2016 16:00,130.24,2/24/2016 16:00,153.87,2/24/2016 16:00,79.09,2/24/2016 16:00,307.98,2/24/2016 16:00,68.96,2/24/2016 16:00,104.96,2/24/2016 16:00,120.2,2/24/2016 16:00,157.22,2/24/2016 16:00,96.87
2/25/2016 16:00,51.11,7/24/2015 16:00,113.59,2/25/2016 16:00,58.75,2/25/2016 16:00,131.45,2/25/2016 16:00,154.72,2/25/2016 16:00,78.76,2/25/2016 16:00,313.62,2/25/2016 16:00,69.64,2/25/2016 16:00,106.38,2/25/2016 16:00,121.2,2/25/2016 16:00,158.99,2/25/2016 16:00,97.72
2/26/2016 16:00,51.02,7/27/2015 16:00,113.07,2/26/2016 16:00,58.34,2/26/2016 16:00,127.82,2/26/2016 16:00,149.68,2/26/2016 16:00,79.1,2/26/2016 16:00,313.92,2/26/2016 16:00,69.72,2/26/2016 16:00,105.78,2/26/2016 16:00,121.33,2/26/2016 16:00,158.27,2/26/2016 16:00,97.44
2/29/2016 16:00,50.73,7/28/2015 16:00,114.84,2/29/2016 16:00,58.21,2/29/2016 16:00,126.42,2/29/2016 16:00,150.03,2/29/2016 16:00,79.39,2/29/2016 16:00,311.96,2/29/2016 16:00,69.11,2/29/2016 16:00,105.21,2/29/2016 16:00,119.1,2/29/2016 16:00,156.87,2/29/2016 16:00,96.55
3/1/2016 16:00,51.46,7/29/2015 16:00,116.37,3/1/2016 16:00,60.04,3/1/2016 16:00,125.47,3/1/2016 16:00,150.52,3/1/2016 16:00,83.41,3/1/2016 16:00,322.57,3/1/2016 16:00,71.4,3/1/2016 16:00,107.22,3/1/2016 16:00,121.67,3/1/2016 16:00,159.59,3/1/2016 16:00,98.36
3/2/2016 16:00,52.12,7/30/2015 16:00,116.46,3/2/2016 16:00,59.56,3/2/2016 16:00,126.06,3/2/2016 16:00,152.79,3/2/2016 16:00,84.57,3/2/2016 16:00,326.73,3/2/2016 16:00,71.67,3/2/2016 16:00,107.04,3/2/2016 16:00,121.27,3/2/2016 16:00,159.41,3/2/2016 16:00,98.77
3/3/2016 16:00,51.89,7/31/2015 16:00,117.03,3/3/2016 16:00,59.04,3/3/2016 16:00,125.59,3/3/2016 16:00,151.6,3/3/2016 16:00,86.09,3/3/2016 16:00,323.14,3/3/2016 16:00,72.34,3/3/2016 16:00,106.65,3/3/2016 16:00,121.82,3/3/2016 16:00,159.38,3/3/2016 16:00,99.62
3/4/2016 16:00,51.81,8/3/2015 16:00,116.89,3/4/2016 16:00,58.7,3/4/2016 16:00,125.61,3/4/2016 16:00,150.9,3/4/2016 16:00,85.78,3/4/2016 16:00,323.76,3/4/2016 16:00,72.78,3/4/2016 16:00,106.5,3/4/2016 16:00,121.8,3/4/2016 16:00,160.07,3/4/2016 16:00,100.4
3/7/2016 16:00,52.21,8/4/2015 16:00,117.53,3/7/2016 16:00,58,3/7/2016 16:00,123.46,3/7/2016 16:00,148.17,3/7/2016 16:00,87.41,3/7/2016 16:00,326.73,3/7/2016 16:00,72.56,3/7/2016 16:00,106.74,3/7/2016 16:00,121.76,3/7/2016 16:00,160.57,3/7/2016 16:00,101.3
3/8/2016 16:00,52.46,8/5/2015 16:00,118,3/8/2016 16:00,57.6,3/8/2016 16:00,125.47,3/8/2016 16:00,150.95,3/8/2016 16:00,84.8,3/8/2016 16:00,320.4,3/8/2016 16:00,71.97,3/8/2016 16:00,106.22,3/8/2016 16:00,121.66,3/8/2016 16:00,160.2,3/8/2016 16:00,100.62
3/9/2016 16:00,52.34,8/6/2015 16:00,116.56,3/9/2016 16:00,57.07,3/9/2016 16:00,125.22,3/9/2016 16:00,153.05,3/9/2016 16:00,86.09,3/9/2016 16:00,328.31,3/9/2016 16:00,71.52,3/9/2016 16:00,106.84,3/9/2016 16:00,121.1,3/9/2016 16:00,160.09,3/9/2016 16:00,99.56
3/10/2016 16:00,52.32,8/7/2015 16:00,116.93,3/10/2016 16:00,57.52,3/10/2016 16:00,125.51,3/10/2016 16:00,152.87,3/10/2016 16:00,85.43,3/10/2016 16:00,324.99,3/10/2016 16:00,71.31,3/10/2016 16:00,107.14,3/10/2016 16:00,122.09,3/10/2016 16:00,159.89,3/10/2016 16:00,99.87
3/11/2016 16:00,52.53,8/10/2015 16:00,117.6,3/11/2016 16:00,57.59,3/11/2016 16:00,126.45,3/11/2016 16:00,152.71,3/11/2016 16:00,86.43,3/11/2016 16:00,339.65,3/11/2016 16:00,72.63,3/11/2016 16:00,107.71,3/11/2016 16:00,125.1,3/11/2016 16:00,161.88,3/11/2016 16:00,100.82
3/14/2016 16:00,52.54,8/11/2015 16:00,117.69,3/14/2016 16:00,58.65,3/14/2016 16:00,125.94,3/14/2016 16:00,152.67,3/14/2016 16:00,86.18,3/14/2016 16:00,337.82,3/14/2016 16:00,71.67,3/14/2016 16:00,107.66,3/14/2016 16:00,125.22,3/14/2016 16:00,161.81,3/14/2016 16:00,101.29
3/15/2016 16:00,52.67,8/12/2015 16:00,117.69,3/15/2016 16:00,59.08,3/15/2016 16:00,126.7,3/15/2016 16:00,154.18,3/15/2016 16:00,86.6,3/15/2016 16:00,334.13,3/15/2016 16:00,70.6,3/15/2016 16:00,107.76,3/15/2016 16:00,124.85,3/15/2016 16:00,162.41,3/15/2016 16:00,101.42
3/16/2016 16:00,53.21,8/13/2015 16:00,119.02,3/16/2016 16:00,59.67,3/16/2016 16:00,127.4,3/16/2016 16:00,154.06,3/16/2016 16:00,87.57,3/16/2016 16:00,334.07,3/16/2016 16:00,71.32,3/16/2016 16:00,107.41,3/16/2016 16:00,124.9,3/16/2016 16:00,162.89,3/16/2016 16:00,101.67
3/17/2016 16:00,53.63,8/14/2015 16:00,119.75,3/17/2016 16:00,59.55,3/17/2016 16:00,127.58,3/17/2016 16:00,153.84,3/17/2016 16:00,88.38,3/17/2016 16:00,341.94,3/17/2016 16:00,73.21,3/17/2016 16:00,106.74,3/17/2016 16:00,124.53,3/17/2016 16:00,163.75,3/17/2016 16:00,103.75
3/18/2016 16:00,53.24,8/17/2015 16:00,119.7,3/18/2016 16:00,59.7,3/18/2016 16:00,127.41,3/18/2016 16:00,153.15,3/18/2016 16:00,89.41,3/18/2016 16:00,342.56,3/18/2016 16:00,73.54,3/18/2016 16:00,107.5,3/18/2016 16:00,126.72,3/18/2016 16:00,165.33,3/18/2016 16:00,104.99
3/21/2016 16:00,53.44,8/18/2015 16:00,122.8,3/21/2016 16:00,59.1,3/21/2016 16:00,127.45,3/21/2016 16:00,153.94,3/21/2016 16:00,89.69,3/21/2016 16:00,341.98,3/21/2016 16:00,73.36,3/21/2016 16:00,107.28,3/21/2016 16:00,126.74,3/21/2016 16:00,164.84,3/21/2016 16:00,105.15
3/22/2016 16:00,53.21,8/19/2015 16:00,122.76,3/22/2016 16:00,59.38,3/22/2016 16:00,126.32,3/22/2016 16:00,152.23,3/22/2016 16:00,90.16,3/22/2016 16:00,340.22,3/22/2016 16:00,73.09,3/22/2016 16:00,107.38,3/22/2016 16:00,128.02,3/22/2016 16:00,164.91,3/22/2016 16:00,104.86
3/23/2016 16:00,52.91,8/20/2015 16:00,120.54,3/23/2016 16:00,58.83,3/23/2016 16:00,127.08,3/23/2016 16:00,153.51,3/23/2016 16:00,88.12,3/23/2016 16:00,339.23,3/23/2016 16:00,73.1,3/23/2016 16:00,108.5,3/23/2016 16:00,129.79,3/23/2016 16:00,164.27,3/23/2016 16:00,104.88
3/24/2016 16:00,53.56,8/21/2015 16:00,116.16,3/24/2016 16:00,58.36,3/24/2016 16:00,126.56,3/24/2016 16:00,151.43,3/24/2016 16:00,88.06,3/24/2016 16:00,334.28,3/24/2016 16:00,72.51,3/24/2016 16:00,108.31,3/24/2016 16:00,128.59,3/24/2016 16:00,164.46,3/24/2016 16:00,105.43
3/28/2016 16:00,53.4,8/24/2015 16:00,112.54,3/28/2016 16:00,58.96,3/28/2016 16:00,127.55,3/28/2016 16:00,152.67,3/28/2016 16:00,87.49,3/28/2016 16:00,336.91,3/28/2016 16:00,72.8,3/28/2016 16:00,108.23,3/28/2016 16:00,128.92,3/28/2016 16:00,166.28,3/28/2016 16:00,105.06
3/29/2016 16:00,54.05,8/25/2015 16:00,110.97,3/29/2016 16:00,59.55,3/29/2016 16:00,128,3/29/2016 16:00,155.26,3/29/2016 16:00,87.43,3/29/2016 16:00,339.91,3/29/2016 16:00,73.9,3/29/2016 16:00,109.14,3/29/2016 16:00,129.83,3/29/2016 16:00,164.39,3/29/2016 16:00,106.1
3/30/2016 16:00,54.04,8/26/2015 16:00,115.93,3/30/2016 16:00,60.01,3/30/2016 16:00,127.97,3/30/2016 16:00,157.6,3/30/2016 16:00,87.62,3/30/2016 16:00,341.37,3/30/2016 16:00,73.9,3/30/2016 16:00,108.98,3/30/2016 16:00,129.68,3/30/2016 16:00,166.75,3/30/2016 16:00,105.73
3/31/2016 16:00,54.08,8/27/2015 16:00,117.66,3/31/2016 16:00,59.7,3/31/2016 16:00,126.06,3/31/2016 16:00,157.58,3/31/2016 16:00,86.59,3/31/2016 16:00,340.57,3/31/2016 16:00,73.46,3/31/2016 16:00,108.2,3/31/2016 16:00,128.9,3/31/2016 16:00,166.63,3/31/2016 16:00,105.47
4/1/2016 16:00,54.01,8/28/2015 16:00,117.52,4/1/2016 16:00,61.02,4/1/2016 16:00,127.38,4/1/2016 16:00,158.25,4/1/2016 16:00,85.67,4/1/2016 16:00,342.53,4/1/2016 16:00,73.95,4/1/2016 16:00,109.19,4/1/2016 16:00,129.92,4/1/2016 16:00,167.53,4/1/2016 16:00,104.95
4/4/2016 16:00,54.42,8/31/2015 16:00,116.46,4/4/2016 16:00,60.25,4/4/2016 16:00,127.64,4/4/2016 16:00,157.73,4/4/2016 16:00,85.73,4/4/2016 16:00,338.52,4/4/2016 16:00,73.03,4/4/2016 16:00,108.59,4/4/2016 16:00,129.49,4/4/2016 16:00,166.4,4/4/2016 16:00,104.88
4/5/2016 16:00,54.09,9/1/2015 16:00,113.07,4/5/2016 16:00,60.04,4/5/2016 16:00,128.07,4/5/2016 16:00,155.99,4/5/2016 16:00,84.81,4/5/2016 16:00,334.8,4/5/2016 16:00,72.34,4/5/2016 16:00,108.95,4/5/2016 16:00,127.04,4/5/2016 16:00,165.81,4/5/2016 16:00,103.92
4/6/2016 16:00,53.52,9/2/2015 16:00,116.48,4/6/2016 16:00,60.83,4/6/2016 16:00,129.41,4/6/2016 16:00,156.77,4/6/2016 16:00,85.02,4/6/2016 16:00,337.2,4/6/2016 16:00,73.35,4/6/2016 16:00,109.42,4/6/2016 16:00,128.03,4/6/2016 16:00,166.81,4/6/2016 16:00,104.67
4/7/2016 16:00,52,9/3/2015 16:00,116.6,4/7/2016 16:00,61.17,4/7/2016 16:00,128.66,4/7/2016 16:00,152.03,4/7/2016 16:00,84.51,4/7/2016 16:00,328.37,4/7/2016 16:00,71.48,4/7/2016 16:00,109.27,4/7/2016 16:00,126.87,4/7/2016 16:00,167.16,4/7/2016 16:00,103.99
4/8/2016 16:00,52.18,9/4/2015 16:00,114.42,4/8/2016 16:00,61.04,4/8/2016 16:00,128.53,4/8/2016 16:00,151.65,4/8/2016 16:00,86.06,4/8/2016 16:00,331.6,4/8/2016 16:00,71.8,4/8/2016 16:00,109.1,4/8/2016 16:00,125.68,4/8/2016 16:00,166.63,4/8/2016 16:00,104.31
4/11/2016 16:00,51.61,9/8/2015 16:00,116.43,4/11/2016 16:00,60.9,4/11/2016 16:00,128.16,4/11/2016 16:00,149.05,4/11/2016 16:00,84.58,4/11/2016 16:00,332.96,4/11/2016 16:00,72.19,4/11/2016 16:00,108.97,4/11/2016 16:00,126.33,4/11/2016 16:00,166.59,4/11/2016 16:00,103.86
4/12/2016 16:00,51.95,9/9/2015 16:00,113.97,4/12/2016 16:00,59.5,4/12/2016 16:00,128.17,4/12/2016 16:00,150.52,4/12/2016 16:00,85.98,4/12/2016 16:00,339.31,4/12/2016 16:00,74.04,4/12/2016 16:00,109.6,4/12/2016 16:00,126.8,4/12/2016 16:00,168.03,4/12/2016 16:00,105.23
4/13/2016 16:00,51.29,9/10/2015 16:00,114.49,4/13/2016 16:00,60.21,4/13/2016 16:00,126.14,4/13/2016 16:00,151.88,4/13/2016 16:00,87.01,4/13/2016 16:00,348.29,4/13/2016 16:00,76.5,4/13/2016 16:00,109.87,4/13/2016 16:00,127.76,4/13/2016 16:00,168.59,4/13/2016 16:00,105.54
4/14/2016 16:00,51.36,9/11/2015 16:00,115.44,4/14/2016 16:00,60.13,4/14/2016 16:00,126.55,4/14/2016 16:00,151.4,4/14/2016 16:00,86.92,4/14/2016 16:00,354.91,4/14/2016 16:00,76.61,4/14/2016 16:00,109.84,4/14/2016 16:00,127.98,4/14/2016 16:00,168.16,4/14/2016 16:00,105.08
4/15/2016 16:00,51.35,9/14/2015 16:00,114.73,4/15/2016 16:00,60.51,4/15/2016 16:00,126.41,4/15/2016 16:00,153.17,4/15/2016 16:00,84.85,4/15/2016 16:00,357.74,4/15/2016 16:00,76.53,4/15/2016 16:00,110.18,4/15/2016 16:00,127.33,4/15/2016 16:00,168.78,4/15/2016 16:00,105.54
4/18/2016 16:00,51.73,9/15/2015 16:00,116.18,4/18/2016 16:00,60.89,4/18/2016 16:00,126.5,4/18/2016 16:00,153.3,4/18/2016 16:00,85.65,4/18/2016 16:00,358,4/18/2016 16:00,76.6,4/18/2016 16:00,110.93,4/18/2016 16:00,127.81,4/18/2016 16:00,169.55,4/18/2016 16:00,106.18
4/19/2016 16:00,52.08,9/16/2015 16:00,117.82,4/19/2016 16:00,60.9,4/19/2016 16:00,126.56,4/19/2016 16:00,153.68,4/19/2016 16:00,86.42,4/19/2016 16:00,364.66,4/19/2016 16:00,77.72,4/19/2016 16:00,112.68,4/19/2016 16:00,130.5,4/19/2016 16:00,169.65,4/19/2016 16:00,106.84
4/20/2016 16:00,51.75,9/17/2015 16:00,117.91,4/20/2016 16:00,60.9,4/20/2016 16:00,124.8,4/20/2016 16:00,152.74,4/20/2016 16:00,86.69,4/20/2016 16:00,366.92,4/20/2016 16:00,78.34,4/20/2016 16:00,113.58,4/20/2016 16:00,133.93,4/20/2016 16:00,168.94,4/20/2016 16:00,106.17
4/21/2016 16:00,50.03,9/18/2015 16:00,115.12,4/21/2016 16:00,60.64,4/21/2016 16:00,121.13,4/21/2016 16:00,151.42,4/21/2016 16:00,87.4,4/21/2016 16:00,364.09,4/21/2016 16:00,77.63,4/21/2016 16:00,113.57,4/21/2016 16:00,132.96,4/21/2016 16:00,168.66,4/21/2016 16:00,104.99
4/22/2016 16:00,50.55,9/21/2015 16:00,116.58,4/22/2016 16:00,57.68,4/22/2016 16:00,122.45,4/22/2016 16:00,149.92,4/22/2016 16:00,87.98,4/22/2016 16:00,365.47,4/22/2016 16:00,77.58,4/22/2016 16:00,113.32,4/22/2016 16:00,134.13,4/22/2016 16:00,168.66,4/22/2016 16:00,105.52
4/25/2016 16:00,50.76,9/22/2015 16:00,115.8,4/25/2016 16:00,57.77,4/25/2016 16:00,123.63,4/25/2016 16:00,151.51,4/25/2016 16:00,87.93,4/25/2016 16:00,363.66,4/25/2016 16:00,76.97,4/25/2016 16:00,113.51,4/25/2016 16:00,133.78,4/25/2016 16:00,168.38,4/25/2016 16:00,105.07
4/26/2016 16:00,50.44,9/23/2015 16:00,116.17,4/26/2016 16:00,57.72,4/26/2016 16:00,123.76,4/26/2016 16:00,152.6,4/26/2016 16:00,88.4,4/26/2016 16:00,365.96,4/26/2016 16:00,77.52,4/26/2016 16:00,112.91,4/26/2016 16:00,134.24,4/26/2016 16:00,166.18,4/26/2016 16:00,106.23
4/27/2016 16:00,51.69,9/24/2015 16:00,116.34,4/27/2016 16:00,56.9,4/27/2016 16:00,124.78,4/27/2016 16:00,151.77,4/27/2016 16:00,88.95,4/27/2016 16:00,367.47,4/27/2016 16:00,77.46,4/27/2016 16:00,112.77,4/27/2016 16:00,132.8,4/27/2016 16:00,167.76,4/27/2016 16:00,106.46
4/28/2016 16:00,51.02,9/25/2015 16:00,116.74,4/28/2016 16:00,56.42,4/28/2016 16:00,124.77,4/28/2016 16:00,151.44,4/28/2016 16:00,87.79,4/28/2016 16:00,358.83,4/28/2016 16:00,75.77,4/28/2016 16:00,112.48,4/28/2016 16:00,132.07,4/28/2016 16:00,167,4/28/2016 16:00,104.91
4/29/2016 16:00,50.94,9/28/2015 16:00,114.1,4/29/2016 16:00,56.23,4/29/2016 16:00,125.23,4/29/2016 16:00,148.13,4/29/2016 16:00,82.11,4/29/2016 16:00,356.33,4/29/2016 16:00,75.29,4/29/2016 16:00,112.08,4/29/2016 16:00,131.68,4/29/2016 16:00,167.38,4/29/2016 16:00,105.07
5/2/2016 16:00,51.32,9/29/2015 16:00,112.91,5/2/2016 16:00,57.36,5/2/2016 16:00,126.96,5/2/2016 16:00,150.93,5/2/2016 16:00,82.2,5/2/2016 16:00,361.5,5/2/2016 16:00,75.69,5/2/2016 16:00,112.75,5/2/2016 16:00,132.1,5/2/2016 16:00,168.34,5/2/2016 16:00,104.76
5/3/2016 16:00,50.68,9/30/2015 16:00,115.49,5/3/2016 16:00,56.25,5/3/2016 16:00,129.43,5/3/2016 16:00,151.41,5/3/2016 16:00,80.01,5/3/2016 16:00,355.69,5/3/2016 16:00,74.93,5/3/2016 16:00,112.69,5/3/2016 16:00,132.46,5/3/2016 16:00,167.97,5/3/2016 16:00,104.38
5/4/2016 16:00,50.84,10/1/2015 16:00,117.03,5/4/2016 16:00,56.39,5/4/2016 16:00,129.25,5/4/2016 16:00,151.51,5/4/2016 16:00,79.32,5/4/2016 16:00,352.17,5/4/2016 16:00,74.29,5/4/2016 16:00,112.22,5/4/2016 16:00,132.03,5/4/2016 16:00,167.16,5/4/2016 16:00,103.11
5/5/2016 16:00,50.84,10/2/2015 16:00,117.81,5/5/2016 16:00,56.25,5/5/2016 16:00,128.94,5/5/2016 16:00,147.84,5/5/2016 16:00,79.08,5/5/2016 16:00,352.08,5/5/2016 16:00,74.34,5/5/2016 16:00,112.88,5/5/2016 16:00,132.31,5/5/2016 16:00,167.77,5/5/2016 16:00,102.14
5/6/2016 16:00,51.12,10/5/2015 16:00,119.2,5/6/2016 16:00,56.31,5/6/2016 16:00,130.46,5/6/2016 16:00,146.44,5/6/2016 16:00,78.52,5/6/2016 16:00,356.01,5/6/2016 16:00,75.09,5/6/2016 16:00,112.74,5/6/2016 16:00,132.04,5/6/2016 16:00,168.89,5/6/2016 16:00,102.11
5/9/2016 16:00,51.08,10/6/2015 16:00,118.68,5/9/2016 16:00,56.64,5/9/2016 16:00,131.68,5/9/2016 16:00,148.59,5/9/2016 16:00,78.32,5/9/2016 16:00,355.01,5/9/2016 16:00,75.04,5/9/2016 16:00,113.72,5/9/2016 16:00,132.67,5/9/2016 16:00,168.52,5/9/2016 16:00,102.69
5/10/2016 16:00,51.54,10/7/2015 16:00,119.65,5/10/2016 16:00,57.49,5/10/2016 16:00,132.84,5/10/2016 16:00,149.56,5/10/2016 16:00,79.25,5/10/2016 16:00,360.18,5/10/2016 16:00,75.86,5/10/2016 16:00,114.67,5/10/2016 16:00,133.57,5/10/2016 16:00,170.26,5/10/2016 16:00,103.65
5/11/2016 16:00,51.15,10/8/2015 16:00,121.06,5/11/2016 16:00,56.23,5/11/2016 16:00,132.19,5/11/2016 16:00,147.12,5/11/2016 16:00,79.39,5/11/2016 16:00,353.82,5/11/2016 16:00,75.35,5/11/2016 16:00,114.37,5/11/2016 16:00,130.69,5/11/2016 16:00,169.77,5/11/2016 16:00,102.45
