,VZ,,MCD,,SBUX,,CLX,,COST,,PSX,,BLK,,TROW,,JNJ,,UNH,,MMM,,UPS
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
12/11/2019 16:00,61.08,5/13/2019 16:00,190.34,12/11/2019 16:00,86.59,12/11/2019 16:00,152.13,12/11/2019 16:00,295.3,12/11/2019 16:00,112.21,12/11/2019 16:00,493.91,12/11/2019 16:00,123.61,12/11/2019 16:00,140.98,12/11/2019 16:00,280.5,12/11/2019 16:00,168.74,12/11/2019 16:00,116.79
12/12/2019 16:00,61.17,5/14/2019 16:00,191.62,12/12/2019 16:00,88.21,12/12/2019 16:00,152.26,12/12/2019 16:00,297.34,12/12/2019 16:00,113.73,12/12/2019 16:00,502.12,12/12/2019 16:00,125.35,12/12/2019 16:00,141.34,12/12/2019 16:00,283.61,12/12/2019 16:00,168.56,12/12/2019 16:00,116.95
12/13/2019 16:00,60.81,5/15/2019 16:00,191.76,12/13/2019 16:00,88.67,12/13/2019 16:00,151.7,12/13/2019 16:00,291.87,12/13/2019 16:00,112.99,12/13/2019 16:00,498.61,12/13/2019 16:00,123.22,12/13/2019 16:00,141.38,12/13/2019 16:00,285.48,12/13/2019 16:00,168.79,12/13/2019 16:00,118.62
12/16/2019 16:00,61.23,5/16/2019 16:00,192.38,12/16/2019 16:00,88.78,12/16/2019 16:00,151.59,12/16/2019 16:00,293.5,12/16/2019 16:00,114.14,12/16/2019 16:00,502.05,12/16/2019 16:00,123.24,12/16/2019 16:00,141.79,12/16/2019 16:00,292.03,12/16/2019 16:00,170.75,12/16/2019 16:00,119.12
12/17/2019 16:00,61.49,5/17/2019 16:00,192.58,12/17/2019 16:00,88.13,12/17/2019 16:00,150.08,12/17/2019 16:00,295.55,12/17/2019 16:00,113.03,12/17/2019 16:00,502.29,12/17/2019 16:00,123.02,12/17/2019 16:00,143.56,12/17/2019 16:00,290.47,12/17/2019 16:00,169.93,12/17/2019 16:00,120.29
12/18/2019 16:00,60.86,5/20/2019 16:00,190.95,12/18/2019 16:00,87.99,12/18/2019 16:00,149.82,12/18/2019 16:00,291.87,12/18/2019 16:00,113.04,12/18/2019 16:00,499.49,12/18/2019 16:00,122.4,12/18/2019 16:00,143.19,12/18/2019 16:00,292.9,12/18/2019 16:00,169.03,12/18/2019 16:00,117.95
12/19/2019 16:00,60.8,5/21/2019 16:00,191.45,12/19/2019 16:00,88.52,12/19/2019 16:00,151.48,12/19/2019 16:00,293.71,12/19/2019 16:00,112.81,12/19/2019 16:00,502.34,12/19/2019 16:00,122.52,12/19/2019 16:00,145.35,12/19/2019 16:00,294.62,12/19/2019 16:00,172.15,12/19/2019 16:00,118.56
12/20/2019 16:00,62.07,5/22/2019 16:00,188.91,12/20/2019 16:00,88.46,12/20/2019 16:00,152.66,12/20/2019 16:00,294.83,12/20/2019 16:00,113.35,12/20/2019 16:00,499.59,12/20/2019 16:00,122.54,12/20/2019 16:00,146.06,12/20/2019 16:00,292.59,12/20/2019 16:00,175.37,12/20/2019 16:00,117.4
12/23/2019 16:00,61.4,5/23/2019 16:00,192,12/23/2019 16:00,88.23,12/23/2019 16:00,152.34,12/23/2019 16:00,293.31,12/23/2019 16:00,112.67,12/23/2019 16:00,499.66,12/23/2019 16:00,121.62,12/23/2019 16:00,146.44,12/23/2019 16:00,295.09,12/23/2019 16:00,178.47,12/23/2019 16:00,118.94
12/24/2019 13:00,61.28,5/24/2019 16:00,193.59,12/24/2019 13:00,88.52,12/24/2019 13:00,152.48,12/24/2019 13:00,294.23,12/24/2019 13:00,113.2,12/24/2019 13:00,499.64,12/24/2019 13:00,122.2,12/24/2019 13:00,145.93,12/24/2019 13:00,294.54,12/24/2019 13:00,176.68,12/24/2019 13:00,118.33
12/26/2019 16:00,61.29,5/28/2019 16:00,191.55,12/26/2019 16:00,88.08,12/26/2019 16:00,152.94,12/26/2019 16:00,295.73,12/26/2019 16:00,112.06,12/26/2019 16:00,503.24,12/26/2019 16:00,122.87,12/26/2019 16:00,145.83,12/26/2019 16:00,295.65,12/26/2019 16:00,176.59,12/26/2019 16:00,119.04
12/27/2019 16:00,61.53,5/29/2019 16:00,189.99,12/27/2019 16:00,88.13,12/27/2019 16:00,153.53,12/27/2019 16:00,294.11,12/27/2019 16:00,110.6,12/27/2019 16:00,503.01,12/27/2019 16:00,122.82,12/27/2019 16:00,145.75,12/27/2019 16:00,295.97,12/27/2019 16:00,177.26,12/27/2019 16:00,118.94
12/30/2019 16:00,61.21,5/30/2019 16:00,191.08,12/30/2019 16:00,87.44,12/30/2019 16:00,152.88,12/30/2019 16:00,295.14,12/30/2019 16:00,110.37,12/30/2019 16:00,500.84,12/30/2019 16:00,121.81,12/30/2019 16:00,145.3,12/30/2019 16:00,293.85,12/30/2019 16:00,175.83,12/30/2019 16:00,116.44
12/31/2019 16:00,61.4,5/31/2019 16:00,189.85,12/31/2019 16:00,87.92,12/31/2019 16:00,153.54,12/31/2019 16:00,293.92,12/31/2019 16:00,111.41,12/31/2019 16:00,502.7,12/31/2019 16:00,121.84,12/31/2019 16:00,145.87,12/31/2019 16:00,293.98,12/31/2019 16:00,176.42,12/31/2019 16:00,117.06
1/2/2020 16:00,61.05,6/3/2019 16:00,189.57,1/2/2020 16:00,89.35,1/2/2020 16:00,152.61,1/2/2020 16:00,291.49,1/2/2020 16:00,112.2,1/2/2020 16:00,508.98,1/2/2020 16:00,125.16,1/2/2020 16:00,145.97,1/2/2020 16:00,292.5,1/2/2020 16:00,180,1/2/2020 16:00,116.79
1/3/2020 16:00,60.4,6/4/2019 16:00,195.25,1/3/2020 16:00,88.83,1/3/2020 16:00,152.91,1/3/2020 16:00,291.73,1/3/2020 16:00,108.49,1/3/2020 16:00,503.57,1/3/2020 16:00,124.75,1/3/2020 16:00,144.28,1/3/2020 16:00,289.54,1/3/2020 16:00,178.45,1/3/2020 16:00,116.72
1/6/2020 16:00,60.27,6/5/2019 16:00,196.69,1/6/2020 16:00,88.13,1/6/2020 16:00,153.37,1/6/2020 16:00,291.81,1/6/2020 16:00,107.81,1/6/2020 16:00,504,1/6/2020 16:00,125.52,1/6/2020 16:00,144.1,1/6/2020 16:00,291.55,1/6/2020 16:00,178.62,1/6/2020 16:00,116.2
1/7/2020 16:00,59.6,6/6/2019 16:00,197.17,1/7/2020 16:00,87.86,1/7/2020 16:00,151.52,1/7/2020 16:00,291.35,1/7/2020 16:00,108.14,1/7/2020 16:00,507.22,1/7/2020 16:00,126.02,1/7/2020 16:00,144.98,1/7/2020 16:00,289.79,1/7/2020 16:00,177.9,1/7/2020 16:00,116
1/8/2020 16:00,59.71,6/7/2019 16:00,197.3,1/8/2020 16:00,88.88,1/8/2020 16:00,151.97,1/8/2020 16:00,294.69,1/8/2020 16:00,104.1,1/8/2020 16:00,507.1,1/8/2020 16:00,127.22,1/8/2020 16:00,144.96,1/8/2020 16:00,295.9,1/8/2020 16:00,180.63,1/8/2020 16:00,116.66
1/9/2020 16:00,58.85,6/10/2019 16:00,198.05,1/9/2020 16:00,90.53,1/9/2020 16:00,152.8,1/9/2020 16:00,299.42,1/9/2020 16:00,105.62,1/9/2020 16:00,513.1,1/9/2020 16:00,128.28,1/9/2020 16:00,145.39,1/9/2020 16:00,294.22,1/9/2020 16:00,181.2,1/9/2020 16:00,116.93
1/10/2020 16:00,58.99,6/11/2019 16:00,198.01,1/10/2020 16:00,90.16,1/10/2020 16:00,153.67,1/10/2020 16:00,297.24,1/10/2020 16:00,104.87,1/10/2020 16:00,512.18,1/10/2020 16:00,127.46,1/10/2020 16:00,145.06,1/10/2020 16:00,295.13,1/10/2020 16:00,180.47,1/10/2020 16:00,115.87
1/13/2020 16:00,59.15,6/12/2019 16:00,198.94,1/13/2020 16:00,91.08,1/13/2020 16:00,156.2,1/13/2020 16:00,299.87,1/13/2020 16:00,105.3,1/13/2020 16:00,523.11,1/13/2020 16:00,131.03,1/13/2020 16:00,145.7,1/13/2020 16:00,285.85,1/13/2020 16:00,180.92,1/13/2020 16:00,116.75
1/14/2020 16:00,59.04,6/13/2019 16:00,202.35,1/14/2020 16:00,90.99,1/14/2020 16:00,156.25,1/14/2020 16:00,299.75,1/14/2020 16:00,106.38,1/14/2020 16:00,518.32,1/14/2020 16:00,129.73,1/14/2020 16:00,146.52,1/14/2020 16:00,288.24,1/14/2020 16:00,181.37,1/14/2020 16:00,117.27
1/15/2020 16:00,59.1,6/14/2019 16:00,205.77,1/15/2020 16:00,91.54,1/15/2020 16:00,156.67,1/15/2020 16:00,300.82,1/15/2020 16:00,104.89,1/15/2020 16:00,530.26,1/15/2020 16:00,130.15,1/15/2020 16:00,147.01,1/15/2020 16:00,296.41,1/15/2020 16:00,179.78,1/15/2020 16:00,117.93
1/16/2020 16:00,59.67,6/17/2019 16:00,206.98,1/16/2020 16:00,92.58,1/16/2020 16:00,157.13,1/16/2020 16:00,303.03,1/16/2020 16:00,103.79,1/16/2020 16:00,535,1/16/2020 16:00,132.02,1/16/2020 16:00,148.2,1/16/2020 16:00,300.74,1/16/2020 16:00,181.01,1/16/2020 16:00,118.61
1/17/2020 16:00,60.13,6/18/2019 16:00,207.48,1/17/2020 16:00,93.62,1/17/2020 16:00,157.7,1/17/2020 16:00,304.68,1/17/2020 16:00,103.31,1/17/2020 16:00,535.24,1/17/2020 16:00,132.26,1/17/2020 16:00,149.17,1/17/2020 16:00,298.47,1/17/2020 16:00,181.35,1/17/2020 16:00,118.6
1/21/2020 16:00,60.32,6/19/2019 16:00,207.94,1/21/2020 16:00,92.53,1/21/2020 16:00,159.1,1/21/2020 16:00,313.26,1/21/2020 16:00,102.34,1/21/2020 16:00,529.14,1/21/2020 16:00,132.3,1/21/2020 16:00,149.27,1/21/2020 16:00,300.53,1/21/2020 16:00,179.39,1/21/2020 16:00,117.39
1/22/2020 16:00,60.48,6/20/2019 16:00,211.25,1/22/2020 16:00,92.53,1/22/2020 16:00,159.63,1/22/2020 16:00,311.89,1/22/2020 16:00,101.86,1/22/2020 16:00,536.86,1/22/2020 16:00,132.57,1/22/2020 16:00,148.25,1/22/2020 16:00,300.59,1/22/2020 16:00,178.03,1/22/2020 16:00,117.26
1/23/2020 16:00,60.51,6/21/2019 16:00,209.39,1/23/2020 16:00,93.75,1/23/2020 16:00,159.07,1/23/2020 16:00,312.88,1/23/2020 16:00,102.08,1/23/2020 16:00,541.94,1/23/2020 16:00,133.21,1/23/2020 16:00,148.53,1/23/2020 16:00,299.46,1/23/2020 16:00,177.74,1/23/2020 16:00,116.93
1/24/2020 16:00,60.28,6/24/2019 16:00,205.5,1/24/2020 16:00,92.03,1/24/2020 16:00,158.28,1/24/2020 16:00,310.51,1/24/2020 16:00,100.32,1/24/2020 16:00,536.84,1/24/2020 16:00,131.18,1/24/2020 16:00,148.32,1/24/2020 16:00,292.81,1/24/2020 16:00,178.15,1/24/2020 16:00,116.66
1/27/2020 16:00,59.91,6/25/2019 16:00,204.74,1/27/2020 16:00,88.73,1/27/2020 16:00,159.96,1/27/2020 16:00,309.45,1/27/2020 16:00,96.92,1/27/2020 16:00,523.81,1/27/2020 16:00,128.54,1/27/2020 16:00,148.75,1/27/2020 16:00,284.09,1/27/2020 16:00,175.63,1/27/2020 16:00,114.92
1/28/2020 16:00,60.7,6/26/2019 16:00,206.42,1/28/2020 16:00,88.6,1/28/2020 16:00,156.07,1/28/2020 16:00,310.85,1/28/2020 16:00,96.69,1/28/2020 16:00,529.97,1/28/2020 16:00,131.3,1/28/2020 16:00,149.5,1/28/2020 16:00,285.87,1/28/2020 16:00,165.58,1/28/2020 16:00,115.37
1/29/2020 16:00,59.53,6/27/2019 16:00,207.02,1/29/2020 16:00,86.72,1/29/2020 16:00,155.21,1/29/2020 16:00,309.58,1/29/2020 16:00,95.8,1/29/2020 16:00,536.49,1/29/2020 16:00,136.12,1/29/2020 16:00,150.54,1/29/2020 16:00,282.9,1/29/2020 16:00,162,1/29/2020 16:00,115.76
1/30/2020 16:00,59.36,6/28/2019 16:00,207.97,1/30/2020 16:00,85.84,1/30/2020 16:00,155.86,1/30/2020 16:00,309.47,1/30/2020 16:00,96.41,1/30/2020 16:00,539.69,1/30/2020 16:00,136.57,1/30/2020 16:00,150.36,1/30/2020 16:00,280.98,1/30/2020 16:00,162.51,1/30/2020 16:00,108
1/31/2020 16:00,59.44,7/1/2019 16:00,210.28,1/31/2020 16:00,84.83,1/31/2020 16:00,157.31,1/31/2020 16:00,305.52,1/31/2020 16:00,91.37,1/31/2020 16:00,527.35,1/31/2020 16:00,133.53,1/31/2020 16:00,148.87,1/31/2020 16:00,272.45,1/31/2020 16:00,158.66,1/31/2020 16:00,103.52
2/3/2020 16:00,58.05,7/2/2019 16:00,210.14,2/3/2020 16:00,86.01,2/3/2020 16:00,155.84,2/3/2020 16:00,302,2/3/2020 16:00,88.97,2/3/2020 16:00,530.08,2/3/2020 16:00,134.52,2/3/2020 16:00,150.17,2/3/2020 16:00,274.02,2/3/2020 16:00,156.59,2/3/2020 16:00,102.03
2/4/2020 16:00,58.29,7/3/2019 13:00,212.1,2/4/2020 16:00,88.38,2/4/2020 16:00,163.62,2/4/2020 16:00,304.9,2/4/2020 16:00,88.72,2/4/2020 16:00,535.24,2/4/2020 16:00,136.81,2/4/2020 16:00,151.6,2/4/2020 16:00,280.84,2/4/2020 16:00,157.24,2/4/2020 16:00,103.38
2/5/2020 16:00,59.13,7/5/2019 16:00,211.46,2/5/2020 16:00,87.56,2/5/2020 16:00,165.34,2/5/2020 16:00,308.95,2/5/2020 16:00,92.64,2/5/2020 16:00,543.48,2/5/2020 16:00,137.94,2/5/2020 16:00,153.99,2/5/2020 16:00,295.73,2/5/2020 16:00,162.33,2/5/2020 16:00,106.04
2/6/2020 16:00,59.44,7/8/2019 16:00,212.91,2/6/2020 16:00,86.15,2/6/2020 16:00,165.07,2/6/2020 16:00,310.61,2/6/2020 16:00,90.22,2/6/2020 16:00,554.67,2/6/2020 16:00,137.77,2/6/2020 16:00,153.53,2/6/2020 16:00,292.46,2/6/2020 16:00,162.89,2/6/2020 16:00,106.51
2/7/2020 16:00,59.94,7/9/2019 16:00,212,2/7/2020 16:00,86.42,2/7/2020 16:00,166.23,2/7/2020 16:00,313.63,2/7/2020 16:00,90.33,2/7/2020 16:00,555.74,2/7/2020 16:00,138.24,2/7/2020 16:00,151.89,2/7/2020 16:00,289.22,2/7/2020 16:00,160.08,2/7/2020 16:00,103.12
2/10/2020 16:00,60.24,7/10/2019 16:00,210.75,2/10/2020 16:00,87.53,2/10/2020 16:00,167.66,2/10/2020 16:00,313.79,2/10/2020 16:00,90.26,2/10/2020 16:00,561.1,2/10/2020 16:00,138.48,2/10/2020 16:00,151.86,2/10/2020 16:00,287.03,2/10/2020 16:00,160.15,2/10/2020 16:00,103.07
2/11/2020 16:00,58.69,7/11/2019 16:00,214.04,2/11/2020 16:00,87.51,2/11/2020 16:00,164.76,2/11/2020 16:00,310.68,2/11/2020 16:00,90.27,2/11/2020 16:00,570.44,2/11/2020 16:00,138.61,2/11/2020 16:00,151.99,2/11/2020 16:00,290.79,2/11/2020 16:00,162.45,2/11/2020 16:00,104.87
2/12/2020 16:00,58.23,7/12/2019 16:00,218.23,2/12/2020 16:00,88.57,2/12/2020 16:00,164.23,2/12/2020 16:00,315.12,2/12/2020 16:00,91.14,2/12/2020 16:00,572.48,2/12/2020 16:00,138.48,2/12/2020 16:00,151.09,2/12/2020 16:00,303.48,2/12/2020 16:00,163.8,2/12/2020 16:00,105.54
2/13/2020 16:00,58.65,7/15/2019 16:00,218.7,2/13/2020 16:00,89.93,2/13/2020 16:00,164.77,2/13/2020 16:00,318.2,2/13/2020 16:00,90.34,2/13/2020 16:00,568.55,2/13/2020 16:00,136.42,2/13/2020 16:00,150.09,2/13/2020 16:00,302.2,2/13/2020 16:00,159.76,2/13/2020 16:00,105.24
2/14/2020 16:00,58.51,7/16/2019 16:00,217.26,2/14/2020 16:00,89.28,2/14/2020 16:00,164.83,2/14/2020 16:00,318.31,2/14/2020 16:00,89.47,2/14/2020 16:00,565.94,2/14/2020 16:00,137.39,2/14/2020 16:00,150.13,2/14/2020 16:00,298.78,2/14/2020 16:00,161.01,2/14/2020 16:00,105.95
2/18/2020 16:00,57.91,7/17/2019 16:00,215.61,2/18/2020 16:00,89.23,2/18/2020 16:00,164.82,2/18/2020 16:00,322.05,2/18/2020 16:00,88,2/18/2020 16:00,564.81,2/18/2020 16:00,137.78,2/18/2020 16:00,149.14,2/18/2020 16:00,302.14,2/18/2020 16:00,158.88,2/18/2020 16:00,106.42
2/19/2020 16:00,58.22,7/18/2019 16:00,214.44,2/19/2020 16:00,90.14,2/19/2020 16:00,164.84,2/19/2020 16:00,323.02,2/19/2020 16:00,88.36,2/19/2020 16:00,572.07,2/19/2020 16:00,139.06,2/19/2020 16:00,148.94,2/19/2020 16:00,305.31,2/19/2020 16:00,159.34,2/19/2020 16:00,106.76
2/20/2020 16:00,58.09,7/19/2019 16:00,213.04,2/20/2020 16:00,88.6,2/20/2020 16:00,164.17,2/20/2020 16:00,324.08,2/20/2020 16:00,90.19,2/20/2020 16:00,566.92,2/20/2020 16:00,137.74,2/20/2020 16:00,148.37,2/20/2020 16:00,302.13,2/20/2020 16:00,158.56,2/20/2020 16:00,106.48
2/21/2020 16:00,58.2,7/22/2019 16:00,211.27,2/21/2020 16:00,87.36,2/21/2020 16:00,164.64,2/21/2020 16:00,321.95,2/21/2020 16:00,89.25,2/21/2020 16:00,557,2/21/2020 16:00,136.27,2/21/2020 16:00,149.93,2/21/2020 16:00,301.43,2/21/2020 16:00,156.93,2/21/2020 16:00,102.94
2/24/2020 16:00,57.99,7/23/2019 16:00,213.08,2/24/2020 16:00,84.52,2/24/2020 16:00,167.19,2/24/2020 16:00,313.62,2/24/2020 16:00,86.56,2/24/2020 16:00,528,2/24/2020 16:00,131.75,2/24/2020 16:00,145.91,2/24/2020 16:00,277.79,2/24/2020 16:00,152.55,2/24/2020 16:00,98.49
2/25/2020 16:00,57.12,7/24/2019 16:00,214.71,2/25/2020 16:00,82.19,2/25/2020 16:00,167.85,2/25/2020 16:00,304.87,2/25/2020 16:00,82.81,2/25/2020 16:00,506,2/25/2020 16:00,126.54,2/25/2020 16:00,144.65,2/25/2020 16:00,263.39,2/25/2020 16:00,146.85,2/25/2020 16:00,93.9
2/26/2020 16:00,57.14,7/25/2019 16:00,215.55,2/26/2020 16:00,80.67,2/26/2020 16:00,168.03,2/26/2020 16:00,305.69,2/26/2020 16:00,80.33,2/26/2020 16:00,508.47,2/26/2020 16:00,126.61,2/26/2020 16:00,143.68,2/26/2020 16:00,263,2/26/2020 16:00,148.96,2/26/2020 16:00,93.73
2/27/2020 16:00,55.06,7/26/2019 16:00,216.91,2/27/2020 16:00,78.29,2/27/2020 16:00,168.7,2/27/2020 16:00,293.13,2/27/2020 16:00,74.26,2/27/2020 16:00,475.82,2/27/2020 16:00,119.84,2/27/2020 16:00,139.12,2/27/2020 16:00,253.92,2/27/2020 16:00,150.16,2/27/2020 16:00,90.24
2/28/2020 16:00,54.16,7/29/2019 16:00,218.04,2/28/2020 16:00,78.43,2/28/2020 16:00,159.42,2/28/2020 16:00,281.14,2/28/2020 16:00,74.86,2/28/2020 16:00,463.01,2/28/2020 16:00,118.01,2/28/2020 16:00,134.48,2/28/2020 16:00,254.96,2/28/2020 16:00,149.24,2/28/2020 16:00,90.49
3/2/2020 16:00,57.32,7/30/2019 16:00,217.36,3/2/2020 16:00,82.38,3/2/2020 16:00,172.01,3/2/2020 16:00,309.14,3/2/2020 16:00,75.11,3/2/2020 16:00,487.94,3/2/2020 16:00,125.48,3/2/2020 16:00,140.02,3/2/2020 16:00,273.11,3/2/2020 16:00,153.02,3/2/2020 16:00,92.75
3/3/2020 16:00,55.7,7/31/2019 16:00,213.69,3/3/2020 16:00,78.6,3/3/2020 16:00,167.87,3/3/2020 16:00,302.73,3/3/2020 16:00,72.86,3/3/2020 16:00,482.07,3/3/2020 16:00,123.49,3/3/2020 16:00,135.59,3/3/2020 16:00,261.4,3/3/2020 16:00,145.24,3/3/2020 16:00,91.3
3/4/2020 16:00,58.12,8/1/2019 16:00,212.83,3/4/2020 16:00,79.67,3/4/2020 16:00,172.52,3/4/2020 16:00,320.74,3/4/2020 16:00,74.63,3/4/2020 16:00,495.31,3/4/2020 16:00,128.76,3/4/2020 16:00,143.48,3/4/2020 16:00,289.42,3/4/2020 16:00,153.98,3/4/2020 16:00,95.82
3/5/2020 16:00,57.16,8/2/2019 16:00,212.15,3/5/2020 16:00,76.19,3/5/2020 16:00,175.85,3/5/2020 16:00,315.76,3/5/2020 16:00,71.98,3/5/2020 16:00,472.47,3/5/2020 16:00,122.01,3/5/2020 16:00,142.01,3/5/2020 16:00,282.96,3/5/2020 16:00,151.41,3/5/2020 16:00,92.99
3/6/2020 16:00,56.87,8/5/2019 16:00,204.94,3/6/2020 16:00,75.34,3/6/2020 16:00,173.26,3/6/2020 16:00,311.34,3/6/2020 16:00,69.3,3/6/2020 16:00,450.41,3/6/2020 16:00,116.75,3/6/2020 16:00,142.03,3/6/2020 16:00,283.87,3/6/2020 16:00,153.65,3/6/2020 16:00,94
3/9/2020 16:00,55.83,8/6/2019 16:00,208.8,3/9/2020 16:00,70.83,3/9/2020 16:00,174.9,3/9/2020 16:00,301.98,3/9/2020 16:00,62.09,3/9/2020 16:00,419.01,3/9/2020 16:00,103.64,3/9/2020 16:00,136.44,3/9/2020 16:00,273.44,3/9/2020 16:00,144.06,3/9/2020 16:00,87.18
3/10/2020 16:00,56.52,8/7/2019 16:00,207.91,3/10/2020 16:00,74.87,3/10/2020 16:00,175,3/10/2020 16:00,309.4,3/10/2020 16:00,63.36,3/10/2020 16:00,459,3/10/2020 16:00,112.79,3/10/2020 16:00,141.64,3/10/2020 16:00,280,3/10/2020 16:00,153.3,3/10/2020 16:00,92.82
3/11/2020 16:00,54.83,8/8/2019 16:00,211.57,3/11/2020 16:00,68.3,3/11/2020 16:00,169.4,3/11/2020 16:00,297.43,3/11/2020 16:00,55.15,3/11/2020 16:00,430.97,3/11/2020 16:00,105.52,3/11/2020 16:00,131.8,3/11/2020 16:00,277.78,3/11/2020 16:00,147.24,3/11/2020 16:00,87.99
3/12/2020 16:00,51.2,8/9/2019 16:00,210.02,3/12/2020 16:00,62.1,3/12/2020 16:00,158.7,3/12/2020 16:00,279.85,3/12/2020 16:00,46.4,3/12/2020 16:00,386.22,3/12/2020 16:00,91.73,3/12/2020 16:00,125.41,3/12/2020 16:00,250.41,3/12/2020 16:00,133.58,3/12/2020 16:00,86.17
3/13/2020 16:00,54.17,8/12/2019 16:00,207.01,3/13/2020 16:00,69.92,3/13/2020 16:00,167.77,3/13/2020 16:00,302.27,3/13/2020 16:00,54.36,3/13/2020 16:00,413.78,3/13/2020 16:00,107.33,3/13/2020 16:00,134.29,3/13/2020 16:00,272.04,3/13/2020 16:00,141.68,3/13/2020 16:00,94.23
3/16/2020 16:00,50.99,8/13/2019 16:00,208.33,3/16/2020 16:00,58.59,3/16/2020 16:00,174.69,3/16/2020 16:00,283.18,3/16/2020 16:00,48.27,3/16/2020 16:00,357.28,3/16/2020 16:00,97.55,3/16/2020 16:00,127.13,3/16/2020 16:00,225.04,3/16/2020 16:00,130.91,3/16/2020 16:00,87.06
3/17/2020 16:00,54.31,8/14/2019 16:00,201.59,3/17/2020 16:00,58.98,3/17/2020 16:00,197.88,3/17/2020 16:00,306.99,3/17/2020 16:00,46.67,3/17/2020 16:00,386.76,3/17/2020 16:00,108.11,3/17/2020 16:00,136.59,3/17/2020 16:00,244.22,3/17/2020 16:00,134.44,3/17/2020 16:00,96.79
3/18/2020 16:00,54.32,8/15/2019 16:00,201.79,3/18/2020 16:00,56.33,3/18/2020 16:00,190.95,3/18/2020 16:00,307.5,3/18/2020 16:00,42.97,3/18/2020 16:00,373.36,3/18/2020 16:00,108.41,3/18/2020 16:00,134.96,3/18/2020 16:00,217.06,3/18/2020 16:00,137.02,3/18/2020 16:00,99.26
3/19/2020 16:00,53.62,8/16/2019 16:00,203.65,3/19/2020 16:00,61.41,3/19/2020 16:00,191.78,3/19/2020 16:00,305.22,3/19/2020 16:00,45.68,3/19/2020 16:00,397.36,3/19/2020 16:00,102.61,3/19/2020 16:00,127.05,3/19/2020 16:00,219.8,3/19/2020 16:00,137.51,3/19/2020 16:00,96.25
3/20/2020 16:00,51.8,8/19/2019 16:00,207.95,3/20/2020 16:00,58.03,3/20/2020 16:00,177.4,3/20/2020 16:00,290.42,3/20/2020 16:00,48.35,3/20/2020 16:00,354.72,3/20/2020 16:00,90.34,3/20/2020 16:00,119.89,3/20/2020 16:00,206.59,3/20/2020 16:00,124.89,3/20/2020 16:00,93.46
3/23/2020 16:00,50.31,8/20/2019 16:00,217.09,3/23/2020 16:00,56.55,3/23/2020 16:00,170.14,3/23/2020 16:00,285.53,3/23/2020 16:00,42.09,3/23/2020 16:00,327.42,3/23/2020 16:00,85.42,3/23/2020 16:00,111.14,3/23/2020 16:00,194.86,3/23/2020 16:00,117.87,3/23/2020 16:00,91.9
3/24/2020 16:00,49.99,8/21/2019 16:00,220.4,3/24/2020 16:00,64.88,3/24/2020 16:00,168.32,3/24/2020 16:00,284.94,3/24/2020 16:00,45.58,3/24/2020 16:00,371.7,3/24/2020 16:00,89.5,3/24/2020 16:00,119.18,3/24/2020 16:00,219.8,3/24/2020 16:00,132.72,3/24/2020 16:00,95.26
3/25/2020 16:00,49.94,8/22/2019 16:00,221.02,3/25/2020 16:00,65.81,3/25/2020 16:00,165.66,3/25/2020 16:00,280.86,3/25/2020 16:00,50.5,3/25/2020 16:00,401.38,3/25/2020 16:00,92.99,3/25/2020 16:00,119.4,3/25/2020 16:00,234.49,3/25/2020 16:00,131.54,3/25/2020 16:00,94.5
3/26/2020 16:00,53.54,8/23/2019 16:00,217.47,3/26/2020 16:00,69.9,3/26/2020 16:00,173.11,3/26/2020 16:00,292.3,3/26/2020 16:00,54.39,3/26/2020 16:00,451.9,3/26/2020 16:00,101.34,3/26/2020 16:00,126.57,3/26/2020 16:00,255.39,3/26/2020 16:00,136.18,3/26/2020 16:00,99.78
3/27/2020 16:00,52.77,8/26/2019 16:00,218.65,3/27/2020 16:00,66.34,3/27/2020 16:00,173.19,3/27/2020 16:00,284.33,3/27/2020 16:00,52.32,3/27/2020 16:00,434.34,3/27/2020 16:00,98.43,3/27/2020 16:00,123.16,3/27/2020 16:00,242.45,3/27/2020 16:00,133.24,3/27/2020 16:00,97.52
3/30/2020 16:00,54.77,8/27/2019 16:00,218.21,3/30/2020 16:00,67.86,3/30/2020 16:00,174.48,3/30/2020 16:00,291.12,3/30/2020 16:00,54.16,3/30/2020 16:00,455.35,3/30/2020 16:00,98.83,3/30/2020 16:00,133.01,3/30/2020 16:00,251.28,3/30/2020 16:00,137.74,3/30/2020 16:00,97.84
3/31/2020 16:00,53.73,8/28/2019 16:00,221.95,3/31/2020 16:00,65.74,3/31/2020 16:00,173.25,3/31/2020 16:00,285.13,3/31/2020 16:00,53.65,3/31/2020 16:00,439.97,3/31/2020 16:00,97.65,3/31/2020 16:00,131.13,3/31/2020 16:00,249.38,3/31/2020 16:00,136.51,3/31/2020 16:00,93.42
4/1/2020 16:00,52.92,8/29/2019 16:00,227.32,4/1/2020 16:00,62.62,4/1/2020 16:00,174.66,4/1/2020 16:00,286.78,4/1/2020 16:00,49.51,4/1/2020 16:00,409.54,4/1/2020 16:00,93.87,4/1/2020 16:00,128.81,4/1/2020 16:00,237.32,4/1/2020 16:00,133.14,4/1/2020 16:00,90.39
